"學校" "班級" "學生" "性別" "家裡書量" "班級人數" "學校書量" "科學"
5046 504617 50461723 "男" 3 NA "多於2000" 536.02473
5046 504617 50461724 "男" 5 NA "多於2000" 712.37312
5046 504617 50461725 "男" 5 NA "多於2000" 593.63085
5046 504617 50461727 "男" 3 NA "多於2000" 615.8324
5046 504617 50461728 "男" 1 NA "多於2000" 650.1618
5046 504617 50461730 "女" 5 NA "多於2000" 675.49419
5047 504711 50471101 "男" 3 26 "多於2000" 500.44469
5047 504711 50471102 "男" 2 26 "多於2000" 400.06136
5047 504711 50471104 "男" 2 26 "多於2000" 582.14744
5047 504711 50471105 "男" 1 26 "多於2000" 543.79135
5047 504711 50471106 "男" 1 26 "多於2000" 629.09507
5047 504711 50471107 "男" 3 26 "多於2000" 461.2988
5047 504711 50471108 "男" 1 26 "多於2000" 533.15914
5047 504711 50471109 "男" 2 26 "多於2000" 508.11944
5047 504711 50471110 "男" 2 26 "多於2000" 675.64396
5047 504711 50471111 "男" 5 26 "多於2000" 660.19189
5047 504711 50471112 "男" 4 26 "多於2000" 626.04284
5047 504711 50471113 "男" 5 26 "多於2000" 595.46814
5047 504711 50471114 "男" 1 26 "多於2000" 355.57953
5047 504711 50471115 "女" 3 26 "多於2000" 537.49724
5047 504711 50471116 "女" 5 26 "多於2000" 578.07424
5047 504711 50471117 "女" 2 26 "多於2000" 601.00966
5047 504711 50471118 "女" 1 26 "多於2000" 384.62406
5047 504711 50471119 "女" 3 26 "多於2000" 429.62707
5047 504711 50471121 "女" 2 26 "多於2000" 576.35068
5047 504711 50471122 "女" 2 26 "多於2000" 637.4002
5047 504711 50471123 "女" 2 26 "多於2000" 647.99485
5047 504711 50471124 "女" 3 26 "多於2000" 659.52465
5047 504711 50471125 "女" 1 26 "多於2000" 614.35013
5047 504711 50471126 "女" 1 26 "多於2000" 472.5415
5047 504711 50471127 "女" 4 26 "多於2000" 566.63514
5048 504801 50480101 "男" 2 18 "多於2000" 427.78001
5048 504801 50480102 "男" 1 18 "多於2000" 498.21692
5048 504801 50480103 "男" 5 18 "多於2000" 580.17305
5048 504801 50480104 "女" 4 18 "多於2000" 626.4917
5048 504801 50480105 "男" 3 18 "多於2000" 571.72338
5048 504801 50480106 "男" 3 18 "多於2000" 563.88467
5048 504801 50480107 "男" 3 18 "多於2000" 543.99589
5048 504801 50480108 "男" 2 18 "多於2000" 551.07516
5048 504801 50480109 "男" 1 18 "多於2000" 563.17126
5048 504801 50480110 "女" 1 18 "多於2000" 486.65095
5048 504801 50480111 "女" 3 18 "多於2000" 498.82032
5048 504801 50480112 "女" 1 18 "多於2000" 511.33621
5048 504801 50480113 "女" 2 18 "多於2000" 521.55468
5048 504801 50480114 "女" 2 18 "多於2000" 467.78094
5048 504801 50480115 "女" 3 18 "多於2000" 547.26359
5048 504801 50480116 "女" 3 18 "多於2000" 536.59464
5048 504801 50480117 "男" 3 18 "多於2000" 555.66152
5048 504801 50480118 "女" 1 18 "多於2000" 450.56763
5049 504905 50490501 "男" 1 27 "多於2000" 544.60324
5049 504905 50490502 "男" 2 27 "多於2000" 655.82449
5049 504905 50490503 "男" 2 27 "多於2000" 611.86862
5049 504905 50490504 "男" 3 27 "多於2000" 628.73145
5049 504905 50490505 "男" 2 27 "多於2000" 596.19003
5049 504905 50490506 "男" 1 27 "多於2000" 673.32316
5049 504905 50490507 "男" 4 27 "多於2000" 667.20894
5049 504905 50490508 "男" 1 27 "多於2000" 401.40642
5049 504905 50490509 "男" 1 27 "多於2000" 451.33406
5049 504905 50490510 "男" 1 27 "多於2000" 522.65996
5049 504905 50490511 "男" 3 27 "多於2000" 530.49135
5049 504905 50490512 "男" 1 27 "多於2000" 479.44226
5049 504905 50490513 "男" 4 27 "多於2000" 574.08546
5049 504905 50490514 "女" 4 27 "多於2000" 761.09723
5049 504905 50490515 "女" 1 27 "多於2000" 510.21
5049 504905 50490516 "女" 5 27 "多於2000" 616.16509
5049 504905 50490517 "女" 1 27 "多於2000" 578.01959
5049 504905 50490518 "女" 3 27 "多於2000" 490.8416
5049 504905 50490519 "女" 2 27 "多於2000" 562.70996
5049 504905 50490520 "女" 2 27 "多於2000" 713.37212
5049 504905 50490521 "女" 1 27 "多於2000" 653.14484
5049 504905 50490522 "女" 2 27 "多於2000" 513.41165
5049 504905 50490524 "女" 1 27 "多於2000" 548.38283
5049 504905 50490525 "女" 3 27 "多於2000" 524.48806
5049 504905 50490526 "女" 2 27 "多於2000" 593.16874
5049 504905 50490527 "女" 1 27 "多於2000" 530.3396
5049 504905 50490528 "男" 5 27 "多於2000" 625.78655
5050 505003 50500301 "男" 3 48 "多於2000" 590.35512
5050 505003 50500302 "女" 5 48 "多於2000" 622.32443
5050 505003 50500303 "女" 3 48 "多於2000" 704.25975
5050 505003 50500304 "女" 5 48 "多於2000" 581.76126
5050 505003 50500305 "男" 5 48 "多於2000" 650.10645
5050 505003 50500306 "女" 5 48 "多於2000" 551.61843
5050 505003 50500307 "女" 5 48 "多於2000" 648.81198
5050 505003 50500308 "女" 4 48 "多於2000" 654.94783
5050 505003 50500309 "女" 4 48 "多於2000" 667.8756
5050 505003 50500310 "女" 5 48 "多於2000" 592.78465
5050 505003 50500311 "男" 3 48 "多於2000" 552.79302
5050 505003 50500312 "女" 2 48 "多於2000" 565.35775
5050 505003 50500313 "男" 3 48 "多於2000" 610.73078
5050 505003 50500314 "男" 2 48 "多於2000" 555.30941
5050 505003 50500315 "男" 2 48 "多於2000" 609.04896
5050 505003 50500316 "男" 2 48 "多於2000" 462.07895
5050 505003 50500317 "女" 3 48 "多於2000" 566.09709
5050 505003 50500318 "女" 3 48 "多於2000" 544.9307
5050 505003 50500319 "男" 1 48 "多於2000" 573.48323
5050 505003 50500320 "女" 2 48 "多於2000" 653.08542
5050 505003 50500321 "女" 3 48 "多於2000" 518.49257
5050 505003 50500322 "女" 2 48 "多於2000" 652.94716
5050 505003 50500323 "女" 2 48 "多於2000" 614.12988
5050 505003 50500324 "男" 5 48 "多於2000" 644.74064
5050 505003 50500325 "男" 3 48 "多於2000" 642.59473
5050 505003 50500326 "女" 3 48 "多於2000" 591.45866
5050 505003 50500327 "男" 3 48 "多於2000" 567.59378
5050 505003 50500328 "女" 2 48 "多於2000" 555.35023
5050 505003 50500329 "男" 5 48 "多於2000" 588.0584
5050 505003 50500330 "男" 3 48 "多於2000" 630.64723
5050 505003 50500331 "女" 5 48 "多於2000" 698.51926
5050 505003 50500332 "男" 4 48 "多於2000" 563.88781
5050 505003 50500333 "男" 4 48 "多於2000" 722.17285
5050 505003 50500334 "男" 5 48 "多於2000" 634.93998
5050 505003 50500335 "男" 3 48 "多於2000" 502.32989
5050 505003 50500336 "女" 3 48 "多於2000" 590.91061
5050 505003 50500337 "男" 1 48 "多於2000" 615.97206
5050 505003 50500338 "男" 3 48 "多於2000" 656.31777
5050 505003 50500339 "男" 5 48 "多於2000" 668.70808
5050 505003 50500340 "女" 4 48 "多於2000" 661.90871
5050 505003 50500341 "男" 1 48 "多於2000" 567.03446
5050 505003 50500342 "男" 3 48 "多於2000" 709.82359
5050 505003 50500343 "女" 2 48 "多於2000" 626.82439
5050 505003 50500344 "男" 3 48 "多於2000" 584.95721
5050 505003 50500345 "男" 2 48 "多於2000" 663.32598
5050 505003 50500346 "男" 2 48 "多於2000" 612.40713
5050 505003 50500347 "男" 3 48 "多於2000" 540.16317
5050 505003 50500348 "男" 5 48 "多於2000" 462.13069
5051 505102 50510201 "女" 3 22 "多於2000" 646.70328
5051 505102 50510202 "女" 1 22 "多於2000" 580.73424
5051 505102 50510203 "女" 2 22 "多於2000" 583.27458
5051 505102 50510204 "女" 5 22 "多於2000" 661.5966
5051 505102 50510205 "女" 2 22 "多於2000" 597.87127
5051 505102 50510206 "女" 5 22 "多於2000" 661.74847
5051 505102 50510207 "女" 1 22 "多於2000" 472.51463
5051 505102 50510208 "女" 1 22 "多於2000" 508.94413
5051 505102 50510209 "女" 3 22 "多於2000" 501.748
5051 505102 50510210 "女" 1 22 "多於2000" 450.8452
5051 505102 50510211 "男" 3 22 "多於2000" 666.82939
5051 505102 50510212 "男" 2 22 "多於2000" 625.91098
5051 505102 50510213 "男" 3 22 "多於2000" 632.75988
5051 505102 50510214 "男" 1 22 "多於2000" 615.48087
5051 505102 50510215 "男" 2 22 "多於2000" 584.65395
5051 505102 50510216 "男" 1 22 "多於2000" 523.94699
5051 505102 50510217 "男" 1 22 "多於2000" 621.79975
5051 505102 50510218 "男" 2 22 "多於2000" 595.80769
5051 505102 50510219 "男" 3 22 "多於2000" 571.38406
5051 505102 50510220 "男" 1 22 "多於2000" 307.58128
5051 505102 50510221 "男" 1 22 "多於2000" 319.67471
5051 505102 50510222 "男" 1 22 "多於2000" 326.31767
5052 505208 50520801 "男" 3 29 "多於2000" 551.50831
5052 505208 50520802 "男" 3 29 "多於2000" 665.01722
5052 505208 50520803 "男" 2 29 "多於2000" 638.98387
5052 505208 50520804 "男" 2 29 "多於2000" 549.46904
5052 505208 50520805 "男" 1 29 "多於2000" 424.83372
5052 505208 50520806 "男" 5 29 "多於2000" 653.16612
5052 505208 50520807 "男" 2 29 "多於2000" 601.87621
5052 505208 50520808 "男" 2 29 "多於2000" 693.61626
5052 505208 50520809 "男" 2 29 "多於2000" 538.32878
5052 505208 50520811 "男" 2 29 "多於2000" 462.33279
5052 505208 50520812 "男" 2 29 "多於2000" 538.21936
5052 505208 50520813 "男" 1 29 "多於2000" 547.01754
5052 505208 50520814 "男" 5 29 "多於2000" 574.83875
5052 505208 50520815 "男" 2 29 "多於2000" 533.38241
5052 505208 50520816 "男" 1 29 "多於2000" 518.42652
5052 505208 50520817 "女" 2 29 "多於2000" 492.38934
5052 505208 50520818 "女" 1 29 "多於2000" 440.35893
5052 505208 50520819 "女" 4 29 "多於2000" 678.42873
5052 505208 50520820 "女" 1 29 "多於2000" 478.84619
5052 505208 50520821 "女" 1 29 "多於2000" 490.25901
5052 505208 50520822 "女" 2 29 "多於2000" 556.13933
5052 505208 50520823 "女" 1 29 "多於2000" 520.38382
5052 505208 50520824 "女" 2 29 "多於2000" 527.9545
5052 505208 50520825 "女" 2 29 "多於2000" 489.46293
5052 505208 50520827 "女" 4 29 "多於2000" 605.77952
5052 505208 50520828 "女" 2 29 "多於2000" 521.15176
5053 505303 50530301 "女" 1 27 "多於2000" 583.1333
5053 505303 50530302 "女" 1 27 "多於2000" 635.7135
5053 505303 50530303 "女" 2 27 "多於2000" 491.08684
5053 505303 50530304 "女" 2 27 "多於2000" 629.23066
5053 505303 50530305 "女" 1 27 "多於2000" 556.63528
5053 505303 50530306 "女" 1 27 "多於2000" 440.66266
5053 505303 50530307 "女" 3 27 "多於2000" 556.00397
5053 505303 50530308 "女" 1 27 "多於2000" 583.78007
5053 505303 50530309 "女" 3 27 "多於2000" 561.71922
5053 505303 50530310 "女" 2 27 "多於2000" 431.18841
5053 505303 50530311 "女" 3 27 "多於2000" 514.28611
5053 505303 50530312 "男" 4 27 "多於2000" 512.0245
5053 505303 50530313 "男" 5 27 "多於2000" 477.42171
5053 505303 50530314 "男" 1 27 "多於2000" 609.62457
5053 505303 50530315 "男" 5 27 "多於2000" 577.12304
5053 505303 50530316 "男" 2 27 "多於2000" 600.85954
5053 505303 50530317 "男" 1 27 "多於2000" 491.63919
5053 505303 50530318 "男" 3 27 "多於2000" 609.31828
5053 505303 50530319 "男" 4 27 "多於2000" 474.57682
5053 505303 50530320 "男" 3 27 "多於2000" 584.09985
5053 505303 50530321 "男" 1 27 "多於2000" 535.29865
5053 505303 50530322 "男" 1 27 "多於2000" 745.07676
5053 505303 50530323 "男" 2 27 "多於2000" 489.98842
5053 505303 50530324 "男" 3 27 "多於2000" 623.03469
5053 505303 50530325 "男" 3 27 "多於2000" 767.36331
5053 505303 50530326 "男" 2 27 "多於2000" 534.3257
5053 505303 50530327 "男" 2 27 "多於2000" 538.84927
5054 505406 50540601 "男" 1 25 "多於2000" 627.50372
5054 505406 50540602 "男" 2 25 "多於2000" 481.93039
5054 505406 50540603 "男" 2 25 "多於2000" 496.25869
5054 505406 50540604 "男" 5 25 "多於2000" 492.06223
5054 505406 50540605 "男" 3 25 "多於2000" 618.92695
5054 505406 50540606 "男" 1 25 "多於2000" 520.66976
5054 505406 50540607 "男" 1 25 "多於2000" 507.97897
5054 505406 50540608 "男" 1 25 "多於2000" 577.51875
5054 505406 50540609 "男" 1 25 "多於2000" 496.94175
5054 505406 50540611 "男" 1 25 "多於2000" 454.80747
5054 505406 50540612 "男" 3 25 "多於2000" 634.51798
5054 505406 50540613 "男" 4 25 "多於2000" 491.42616
5054 505406 50540614 "男" 2 25 "多於2000" 530.08017
5054 505406 50540615 "男" 1 25 "多於2000" 531.78943
5054 505406 50540616 "男" 2 25 "多於2000" 494.27372
5054 505406 50540617 "男" 3 25 "多於2000" 543.27086
5054 505406 50540618 "男" 1 25 "多於2000" 521.15838
5054 505406 50540619 "男" 2 25 "多於2000" 639.59716
5054 505406 50540621 "男" 1 25 "多於2000" 426.58275
5054 505406 50540622 "男" 1 25 "多於2000" 552.66988
5054 505406 50540623 "男" 4 25 "多於2000" 447.53052
5054 505406 50540624 "男" 3 25 "多於2000" 537.25513
5054 505406 50540625 "男" 1 25 "多於2000" 514.02133
5055 505502 50550201 "男" 1 24 "多於2000" 364.20665
5055 505502 50550202 "男" 2 24 "多於2000" 557.33764
5055 505502 50550203 "男" 1 24 "多於2000" 656.20323
5055 505502 50550204 "男" 3 24 "多於2000" 427.0316
5055 505502 50550205 "男" 1 24 "多於2000" 465.9947
5055 505502 50550206 "男" 1 24 "多於2000" 597.96964
5055 505502 50550207 "男" 2 24 "多於2000" 573.41043
5055 505502 50550208 "男" 2 24 "多於2000" 482.22145
5055 505502 50550209 "男" 3 24 "多於2000" 548.41097
5055 505502 50550210 "男" 1 24 "多於2000" 547.79827
5055 505502 50550211 "男" 1 24 "多於2000" 661.10589
5055 505502 50550213 "女" 3 24 "多於2000" 491.525
5055 505502 50550214 "女" 1 24 "多於2000" 523.86594
5055 505502 50550215 "女" 3 24 "多於2000" 624.5622
5055 505502 50550216 "女" 1 24 "多於2000" 526.08499
5055 505502 50550217 "女" 1 24 "多於2000" 533.8815
5055 505502 50550218 "女" 1 24 "多於2000" 593.16804
5055 505502 50550219 "女" 3 24 "多於2000" 601.30479
5055 505502 50550220 "女" 1 24 "多於2000" 497.56247
5055 505502 50550221 "女" 1 24 "多於2000" 527.95333
5055 505502 50550222 "女" 2 24 "多於2000" 320.25241
5055 505502 50550223 "女" 1 24 "多於2000" 546.54682
5055 505502 50550224 "女" 2 24 "多於2000" 430.08592
5056 505610 50561001 "男" 2 29 "多於2000" 591.19911
5056 505610 50561002 "男" 5 29 "多於2000" 639.62716
5056 505610 50561003 "男" 1 29 "多於2000" 544.44975
5056 505610 50561004 "男" 2 29 "多於2000" 702.66456
5056 505610 50561005 "男" 2 29 "多於2000" 584.15927
5056 505610 50561006 "男" 4 29 "多於2000" 582.24989
5056 505610 50561007 "男" 5 29 "多於2000" 590.05255
5056 505610 50561008 "男" 2 29 "多於2000" 557.51462
5056 505610 50561009 "男" 4 26 "多於2000" 631.44645
5056 505610 50561010 "男" 5 29 "多於2000" 689.29781
5056 505610 50561011 "男" 4 29 "多於2000" 561.81772
5056 505610 50561012 "男" 3 29 "多於2000" 610.81032
5056 505610 50561013 "男" 3 29 "多於2000" 506.81462
5056 505610 50561014 "男" 2 29 "多於2000" 623.59704
5056 505610 50561015 "男" 1 29 "多於2000" 496.75383
5056 505610 50561016 "男" 2 29 "多於2000" 567.11527
5056 505610 50561017 "女" 5 29 "多於2000" 641.77528
5056 505610 50561018 "女" 1 29 "多於2000" 482.99718
5056 505610 50561019 "女" 5 29 "多於2000" 643.08987
5056 505610 50561020 "女" 2 29 "多於2000" 561.25211
5056 505610 50561021 "女" 5 29 "多於2000" 601.02326
5056 505610 50561022 "男" 4 29 "多於2000" 687.29238
5056 505610 50561023 "女" 1 29 "多於2000" 588.42492
5056 505610 50561024 "女" 4 29 "多於2000" 639.95217
5056 505610 50561025 "女" 3 29 "多於2000" 496.35347
5056 505610 50561026 "女" 1 29 "多於2000" 527.46878
5056 505610 50561027 "女" 2 29 "多於2000" 661.34857
5056 505610 50561028 "女" 1 29 "多於2000" 394.67635
5056 505610 50561029 "女" 3 29 "多於2000" 600.40324
5057 505706 50570601 "男" 5 27 "不多於2000" 598.35896
5057 505706 50570602 "男" 1 27 "不多於2000" 371.13509
5057 505706 50570603 "男" 4 27 "不多於2000" 606.1743
5057 505706 50570604 "男" 2 27 "不多於2000" 407.27132
5057 505706 50570605 "男" 3 27 "不多於2000" 504.43417
5057 505706 50570606 "男" 5 27 "不多於2000" 456.25613
5057 505706 50570608 "男" 5 27 "不多於2000" 474.78973
5057 505706 50570609 "男" 4 27 "不多於2000" 685.04554
5057 505706 50570610 "男" 2 27 "不多於2000" 552.47626
5057 505706 50570611 "男" 5 27 "不多於2000" 542.7006
5057 505706 50570612 "男" 1 27 "不多於2000" 565.73486
5057 505706 50570613 "女" 3 27 "不多於2000" 580.58912
5057 505706 50570614 "女" 3 27 "不多於2000" 638.56979
5057 505706 50570615 "女" 5 27 "不多於2000" 651.23999
5057 505706 50570616 "女" 2 27 "不多於2000" 535.44087
5057 505706 50570617 "女" 1 27 "不多於2000" 561.2506
5057 505706 50570618 "女" 1 27 "不多於2000" 570.13854
5057 505706 50570619 "女" 5 27 "不多於2000" 700.85204
5057 505706 50570620 "女" 5 27 "不多於2000" 721.62143
5057 505706 50570621 "女" 3 27 "不多於2000" 577.56178
5057 505706 50570622 "女" 5 27 "不多於2000" 646.82526
5057 505706 50570623 "男" 3 27 "不多於2000" 528.26916
5057 505706 50570624 "女" 4 27 "不多於2000" 453.70544
5057 505706 50570625 "女" 1 27 "不多於2000" 422.71328
5057 505706 50570626 "女" 1 27 "不多於2000" 501.32322
5057 505706 50570627 "男" 5 27 "不多於2000" 664.62011
5058 505805 50580501 "女" 3 45 "多於2000" 616.75302
5058 505805 50580502 "女" 2 45 "多於2000" 608.33975
5058 505805 50580503 "女" 4 45 "多於2000" 583.30865
5058 505805 50580504 "女" 3 45 "多於2000" 683.60187
5058 505805 50580505 "女" 3 45 "多於2000" 652.57551
5058 505805 50580506 "女" 3 45 "多於2000" 634.31367
5058 505805 50580507 "女" 3 45 "多於2000" 661.688
5058 505805 50580508 "女" 3 45 "多於2000" 556.73273
5058 505805 50580509 "女" 3 45 "多於2000" 666.38181
5058 505805 50580510 "女" 5 45 "多於2000" 585.70597
5058 505805 50580511 "女" 3 45 "多於2000" 685.79754
5058 505805 50580512 "女" 5 45 "多於2000" 631.11644
5058 505805 50580513 "女" 2 45 "多於2000" 645.07077
5058 505805 50580514 "女" 5 45 "多於2000" 703.88089
5058 505805 50580515 "女" 3 45 "多於2000" 612.06223
5058 505805 50580516 "女" 4 45 "多於2000" 586.02063
5058 505805 50580517 "女" 3 45 "多於2000" 638.96015
5058 505805 50580518 "女" 4 45 "多於2000" 665.72399
5058 505805 50580519 "女" 3 45 "多於2000" 628.4226
5058 505805 50580520 "女" 4 45 "多於2000" 539.0144
5058 505805 50580521 "女" 2 45 "多於2000" 631.78716
5058 505805 50580522 "男" 4 45 "多於2000" 707.8963
5058 505805 50580523 "男" 2 45 "多於2000" 655.92299
5058 505805 50580524 "男" 5 45 "多於2000" 611.85397
5058 505805 50580525 "男" 3 45 "多於2000" 611.91537
5058 505805 50580526 "男" 5 45 "多於2000" 615.73065
5058 505805 50580528 "男" 4 45 "多於2000" 687.02376
5058 505805 50580529 "男" 5 45 "多於2000" 643.38128
5058 505805 50580530 "男" 5 45 "多於2000" 649.79865
5058 505805 50580531 "男" 2 45 "多於2000" 656.83907
5058 505805 50580532 "男" 5 45 "多於2000" 686.83573
5058 505805 50580533 "男" 4 45 "多於2000" 757.98883
5058 505805 50580534 "男" 4 45 "多於2000" 640.07997
5058 505805 50580535 "男" 5 45 "多於2000" 627.32871
5058 505805 50580536 "男" 5 45 "多於2000" 591.68216
5058 505805 50580537 "男" 4 45 "多於2000" 598.50211
5058 505805 50580538 "男" 4 45 "多於2000" 679.32959
5058 505805 50580539 "男" 5 45 "多於2000" 650.99417
5058 505805 50580540 "男" 4 45 "多於2000" 653.42102
5058 505805 50580541 "男" 5 45 "多於2000" 588.98123
5058 505805 50580542 "男" 4 45 "多於2000" 758.58584
5058 505805 50580543 "男" 3 45 "多於2000" 643.50721
5058 505805 50580544 "男" 2 45 "多於2000" 630.52827
5058 505805 50580545 "男" 4 45 "多於2000" 726.72224
5058 505805 50580546 "男" 3 45 "多於2000" 728.78035
5059 505904 50590401 "女" 3 24 "多於2000" 642.55252
5059 505904 50590402 "女" 2 24 "多於2000" 565.88952
5059 505904 50590404 "女" 2 24 "多於2000" 570.99184
5059 505904 50590405 "女" 2 24 "多於2000" 628.14689
5059 505904 50590406 "女" 3 24 "多於2000" 716.7118
5059 505904 50590407 "女" 2 24 "多於2000" 613.38008
5059 505904 50590408 "女" 2 24 "多於2000" 628.41725
5059 505904 50590409 "女" 4 24 "多於2000" 541.99185
5059 505904 50590410 "女" 3 24 "多於2000" 662.4028
5059 505904 50590411 "男" 3 24 "多於2000" 594.1411
5059 505904 50590412 "男" 2 24 "多於2000" 563.57268
5059 505904 50590413 "男" 3 24 "多於2000" 726.52153
5059 505904 50590414 "男" 5 24 "多於2000" 701.3409
5059 505904 50590415 "男" 2 24 "多於2000" 617.7369
5059 505904 50590416 "男" 3 24 "多於2000" 595.99316
5059 505904 50590417 "男" 5 24 "多於2000" 601.8633
5059 505904 50590418 "男" 5 24 "多於2000" 640.97908
5059 505904 50590419 "男" 2 24 "多於2000" 596.3148
5059 505904 50590420 "男" 4 24 "多於2000" 560.49882
5059 505904 50590422 "男" 2 24 "多於2000" 546.53507
5059 505904 50590424 "男" 5 24 "多於2000" 572.24247
5059 505904 50590425 "男" 3 24 "多於2000" 566.89154
5060 506003 50600301 "女" 3 43 "多於2000" 489.0214
5060 506003 50600301 "女" 3 41 "多於2000" 489.0214
5060 506003 50600302 "女" 5 41 "多於2000" 587.38627
5060 506003 50600302 "女" 5 43 "多於2000" 587.38627
5060 506003 50600303 "女" 3 41 "多於2000" 558.96503
5060 506003 50600303 "女" 3 43 "多於2000" 558.96503
5060 506003 50600304 "女" 1 43 "多於2000" 552.72523
5060 506003 50600304 "女" 1 41 "多於2000" 552.72523
5060 506003 50600306 "女" 4 41 "多於2000" 542.47117
5060 506003 50600306 "女" 4 43 "多於2000" 542.47117
5060 506003 50600307 "男" 3 41 "多於2000" 525.37136
5060 506003 50600307 "男" 3 43 "多於2000" 525.37136
5060 506003 50600308 "女" 3 43 "多於2000" 567.73367
5060 506003 50600308 "女" 3 41 "多於2000" 567.73367
5060 506003 50600309 "男" 2 41 "多於2000" 533.49241
5060 506003 50600309 "男" 2 43 "多於2000" 533.49241
5060 506003 50600310 "男" 4 41 "多於2000" 678.15221
5060 506003 50600310 "男" 4 43 "多於2000" 678.15221
5060 506003 50600311 "女" 3 43 "多於2000" 565.36369
5060 506003 50600311 "女" 3 41 "多於2000" 565.36369
5060 506003 50600312 "男" 2 43 "多於2000" 621.13217
5060 506003 50600312 "男" 2 41 "多於2000" 621.13217
5060 506003 50600313 "男" 1 43 "多於2000" 493.68033
5060 506003 50600313 "男" 1 41 "多於2000" 493.68033
5060 506003 50600314 "男" 4 41 "多於2000" 564.03991
5060 506003 50600314 "男" 4 43 "多於2000" 564.03991
5060 506003 50600315 "男" 4 43 "多於2000" 595.32046
5060 506003 50600315 "男" 4 41 "多於2000" 595.32046
5060 506003 50600316 "女" 3 43 "多於2000" 595.07766
5060 506003 50600316 "女" 3 41 "多於2000" 595.07766
5060 506003 50600317 "男" 3 41 "多於2000" 558.4535
5060 506003 50600317 "男" 3 43 "多於2000" 558.4535
5060 506003 50600318 "男" 5 41 "多於2000" 607.06109
5060 506003 50600318 "男" 5 43 "多於2000" 607.06109
5060 506003 50600319 "男" 2 41 "多於2000" 627.0187
5060 506003 50600319 "男" 2 43 "多於2000" 627.0187
5060 506003 50600320 "男" 3 41 "多於2000" 555.47977
5060 506003 50600320 "男" 3 43 "多於2000" 555.47977
5060 506003 50600321 "男" 2 43 "多於2000" 533.68265
5060 506003 50600321 "男" 2 41 "多於2000" 533.68265
5060 506003 50600322 "女" 4 43 "多於2000" 615.80484
5060 506003 50600322 "女" 4 41 "多於2000" 615.80484
5060 506003 50600323 "男" 5 43 "多於2000" 580.08747
5060 506003 50600323 "男" 5 41 "多於2000" 580.08747
5060 506003 50600324 "男" 3 43 "多於2000" 617.33688
5060 506003 50600324 "男" 3 41 "多於2000" 617.33688
5060 506003 50600325 "女" 4 41 "多於2000" 579.65408
5060 506003 50600325 "女" 4 43 "多於2000" 579.65408
5060 506003 50600326 "女" 1 43 "多於2000" 622.29803
5060 506003 50600326 "女" 1 41 "多於2000" 622.29803
5060 506003 50600327 "男" 1 41 "多於2000" 503.4868
5060 506003 50600327 "男" 1 43 "多於2000" 503.4868
5060 506003 50600328 "男" 3 41 "多於2000" 345.78248
5060 506003 50600328 "男" 3 43 "多於2000" 345.78248
5060 506003 50600329 "男" 1 41 "多於2000" 569.08955
5060 506003 50600329 "男" 1 43 "多於2000" 569.08955
5060 506003 50600330 "女" 1 41 "多於2000" 662.03395
5060 506003 50600330 "女" 1 43 "多於2000" 662.03395
5060 506003 50600331 "男" 1 41 "多於2000" 494.10837
5060 506003 50600331 "男" 1 43 "多於2000" 494.10837
5060 506003 50600332 "女" 2 41 "多於2000" 600.45522
5060 506003 50600332 "女" 2 43 "多於2000" 600.45522
5060 506003 50600333 "男" 5 43 "多於2000" 578.81497
5060 506003 50600333 "男" 5 41 "多於2000" 578.81497
5060 506003 50600334 "男" 3 43 "多於2000" 601.96144
5060 506003 50600334 "男" 3 41 "多於2000" 601.96144
5060 506003 50600335 "男" NA 41 "多於2000" 524.34248
5060 506003 50600335 "男" NA 43 "多於2000" 524.34248
5060 506003 50600336 "女" 3 41 "多於2000" 489.67189
5060 506003 50600336 "女" 3 43 "多於2000" 489.67189
5060 506003 50600337 "女" 3 41 "多於2000" 521.86842
5060 506003 50600337 "女" 3 43 "多於2000" 521.86842
5060 506003 50600338 "女" 2 41 "多於2000" 682.91021
5060 506003 50600338 "女" 2 43 "多於2000" 682.91021
5060 506003 50600339 "男" 1 43 "多於2000" 530.20494
5060 506003 50600339 "男" 1 41 "多於2000" 530.20494
5060 506003 50600340 "男" 2 41 "多於2000" 602.83346
5060 506003 50600340 "男" 2 43 "多於2000" 602.83346
5060 506003 50600341 "男" 3 41 "多於2000" 609.07524
5060 506003 50600341 "男" 3 43 "多於2000" 609.07524
5060 506003 50600342 "男" 1 41 "多於2000" 554.57787
5060 506003 50600342 "男" 1 43 "多於2000" 554.57787
5061 506107 50610701 "女" 4 28 "不多於2000" 620.29178
5061 506107 50610702 "女" 3 28 "不多於2000" 515.75385
5061 506107 50610703 "女" 5 28 "不多於2000" 683.5507
5061 506107 50610704 "女" 2 28 "不多於2000" 551.19725
5061 506107 50610705 "女" 2 28 "不多於2000" 534.57037
5061 506107 50610706 "女" 1 28 "不多於2000" 637.86138
5061 506107 50610707 "女" 2 28 "不多於2000" 540.78831
5061 506107 50610708 "女" 2 28 "不多於2000" 653.11903
5061 506107 50610709 "女" 1 28 "不多於2000" 589.19531
5061 506107 50610710 "女" 4 28 "不多於2000" 641.68388
5061 506107 50610711 "女" 3 28 "不多於2000" 570.63473
5061 506107 50610712 "女" 2 28 "不多於2000" 592.59115
5061 506107 50610713 "女" 1 28 "不多於2000" 565.21647
5061 506107 50610714 "男" 2 28 "不多於2000" 717.29113
5061 506107 50610715 "男" 1 28 "不多於2000" 543.83833
