"學校" "班級" "學生" "性別" "家裡書量" "班級人數" "學校書量" "科學"
5100 510003 51000306 "男" 2 28 "多於2000" 558.50525
5100 510003 51000307 "男" 3 28 "多於2000" 654.91934
5100 510003 51000308 "男" 2 28 "多於2000" 538.71729
5100 510003 51000309 "男" 1 28 "多於2000" 508.09223
5100 510003 51000310 "男" 1 28 "多於2000" 514.11494
5100 510003 51000312 "男" 1 28 "多於2000" 568.63976
5100 510003 51000314 "男" 2 28 "多於2000" 493.96127
5100 510003 51000315 "男" 2 28 "多於2000" 553.04338
5100 510003 51000316 "女" 4 28 "多於2000" 658.32135
5100 510003 51000317 "女" 2 28 "多於2000" 611.35185
5100 510003 51000318 "女" 1 28 "多於2000" 521.39572
5100 510003 51000319 "女" 5 28 "多於2000" 625.7919
5100 510003 51000320 "女" 2 28 "多於2000" 654.38117
5100 510003 51000321 "女" 3 28 "多於2000" 445.93452
5100 510003 51000322 "女" 3 28 "多於2000" 538.63833
5100 510003 51000323 "女" 2 28 "多於2000" 573.65568
5100 510003 51000324 "女" 1 28 "多於2000" 554.35227
5100 510003 51000325 "女" 2 28 "多於2000" 439.17237
5100 510003 51000326 "女" 4 28 "多於2000" 691.60791
5100 510003 51000327 "女" 1 28 "多於2000" 517.34019
5100 510003 51000328 "女" 2 28 "多於2000" 680.30382
5101 510102 51010201 "男" 1 20 "不多於2000" 540.1598
5101 510102 51010202 "男" 1 20 "不多於2000" 558.60897
5101 510102 51010203 "男" 2 20 "不多於2000" 584.51231
5101 510102 51010204 "男" 2 20 "不多於2000" 580.45353
5101 510102 51010205 "男" 3 20 "不多於2000" 588.32562
5101 510102 51010206 "男" 2 20 "不多於2000" 543.55343
5101 510102 51010207 "男" 3 20 "不多於2000" 578.90276
5101 510102 51010208 "男" 2 20 "不多於2000" 626.73613
5101 510102 51010209 "男" 1 20 "不多於2000" 564.89855
5101 510102 51010210 "男" 3 20 "不多於2000" 633.16629
5101 510102 51010211 "女" 3 20 "不多於2000" 626.36449
5101 510102 51010212 "女" 2 20 "不多於2000" 623.22842
5101 510102 51010213 "女" 1 20 "不多於2000" 545.73422
5101 510102 51010214 "女" 2 20 "不多於2000" 540.52435
5101 510102 51010215 "女" 1 20 "不多於2000" 267.89966
5101 510102 51010216 "女" 1 20 "不多於2000" 588.2284
5101 510102 51010217 "女" 4 20 "不多於2000" 650.84707
5101 510102 51010218 "女" 1 20 "不多於2000" 521.6562
5101 510102 51010219 "女" 1 20 "不多於2000" 530.18634
5101 510102 51010220 "男" 1 20 "不多於2000" 545.06745
5102 510208 51020801 "男" 1 14 "多於2000" 450.25355
5102 510208 51020802 "男" 3 14 "多於2000" 664.3637
5102 510208 51020803 "女" 5 14 "多於2000" 563.23964
5102 510208 51020804 "男" 1 14 "多於2000" 493.02216
5102 510208 51020805 "男" 3 14 "多於2000" 515.7135
5102 510208 51020806 "男" 5 14 "多於2000" 652.20654
5102 510208 51020807 "女" 1 14 "多於2000" 403.91873
5102 510208 51020808 "女" 5 14 "多於2000" 557.81312
5102 510208 51020809 "女" 3 14 "多於2000" 546.84171
5102 510208 51020810 "女" 1 14 "多於2000" 467.04951
5102 510208 51020811 "女" 1 14 "多於2000" 513.61585
5102 510208 51020812 "女" 3 14 "多於2000" 620.46121
5102 510208 51020813 "女" 1 14 "多於2000" 451.70338
5102 510208 51020814 "女" 1 14 "多於2000" 540.10735
5103 510305 51030501 "男" 3 24 NA 464.91384
5103 510305 51030502 "男" 1 24 NA 392.70069
5103 510305 51030503 "男" 1 24 NA 447.45168
5103 510305 51030504 "男" 1 24 NA 552.08357
5103 510305 51030505 "男" 5 24 NA 688.24149
5103 510305 51030506 "男" 2 24 NA 550.92119
5103 510305 51030507 "男" 3 24 NA 475.59605
5103 510305 51030508 "男" 2 24 NA 479.781
5103 510305 51030509 "男" 1 24 NA 562.76357
5103 510305 51030510 "男" 3 24 NA 612.10445
5103 510305 51030511 "男" 2 24 NA 442.03307
5103 510305 51030512 "男" 2 24 NA 427.04067
5103 510305 51030513 "女" 3 24 NA 579.78548
5103 510305 51030514 "女" 1 24 NA 452.33713
5103 510305 51030515 "女" 3 24 NA 573.33961
5103 510305 51030516 "女" 1 24 NA 401.2378
5103 510305 51030517 "女" 3 24 NA 582.5206
5103 510305 51030518 "女" 3 24 NA 478.87026
5103 510305 51030519 "女" 2 24 NA 522.7638
5103 510305 51030520 "女" 3 24 NA 535.91717
5103 510305 51030521 "女" 3 24 NA 518.93375
5103 510305 51030522 "女" 3 24 NA 534.08313
5103 510305 51030523 "女" 1 24 NA 420.85633
5104 510417 51041701 "男" 1 31 "多於2000" 518.46594
5104 510417 51041702 "男" 3 31 "多於2000" 506.13401
5104 510417 51041703 "男" 2 31 "多於2000" 577.04001
5104 510417 51041704 "男" 2 31 "多於2000" 640.86593
5104 510417 51041705 "男" 2 31 "多於2000" 608.74221
5104 510417 51041706 "男" 1 31 "多於2000" 547.16126
5104 510417 51041707 "男" 3 31 "多於2000" 551.82879
5104 510417 51041708 "男" 3 31 "多於2000" 543.09574
5104 510417 51041709 "男" 1 31 "多於2000" 696.00369
5104 510417 51041710 "男" 2 31 "多於2000" 571.63012
5104 510417 51041711 "男" 1 31 "多於2000" 639.72356
5104 510417 51041712 "男" 2 31 "多於2000" 535.92589
5104 510417 51041713 "男" 1 31 "多於2000" 577.77155
5104 510417 51041714 "男" 3 31 "多於2000" 566.46083
5104 510417 51041715 "女" 2 31 "多於2000" 621.81847
5104 510417 51041716 "女" 2 31 "多於2000" 614.51071
5104 510417 51041717 "女" 3 31 "多於2000" 699.34814
5104 510417 51041719 "女" 2 31 "多於2000" 623.79856
5104 510417 51041720 "女" 1 31 "多於2000" 590.73456
5104 510417 51041721 "女" 1 31 "多於2000" 575.77053
5104 510417 51041722 "女" 1 31 "多於2000" 531.34464
5104 510417 51041723 "女" 3 31 "多於2000" 623.21377
5104 510417 51041724 "女" 3 31 "多於2000" 677.80848
5104 510417 51041725 "女" 1 31 "多於2000" 548.5983
5104 510417 51041726 "女" 1 31 "多於2000" 532.00525
5104 510417 51041727 "女" 1 31 "多於2000" 584.04299
5104 510417 51041728 "女" 1 31 "多於2000" 356.10235
5104 510417 51041729 "女" 3 31 "多於2000" 467.67396
5104 510417 51041730 "女" 5 31 "多於2000" 688.57825
5104 510417 51041731 "男" 1 31 "多於2000" 595.04789
5105 510503 51050301 "女" 1 25 "多於2000" 623.03481
5105 510503 51050303 "女" 3 25 "多於2000" 569.24316
5105 510503 51050304 "女" 3 25 "多於2000" 612.11421
5105 510503 51050305 "女" 1 25 "多於2000" 464.48266
5105 510503 51050306 "女" 3 25 "多於2000" 502.67793
5105 510503 51050307 "女" 3 25 "多於2000" 580.15305
5105 510503 51050308 "女" 1 25 "多於2000" 383.22795
5105 510503 51050309 "女" 4 25 "多於2000" 571.35674
5105 510503 51050310 "女" 1 25 "多於2000" 672.2823
5105 510503 51050311 "女" 1 25 "多於2000" 494.11872
5105 510503 51050313 "男" 3 25 "多於2000" 617.05803
5105 510503 51050314 "男" 1 25 "多於2000" 560.95012
5105 510503 51050315 "男" 1 25 "多於2000" 316.25817
5105 510503 51050317 "男" 1 25 "多於2000" 656.52231
5105 510503 51050318 "男" 3 25 "多於2000" 601.77527
5105 510503 51050319 "男" 2 25 "多於2000" 661.8322
5105 510503 51050320 "男" 2 25 "多於2000" 589.32903
5105 510503 51050321 "男" 3 25 "多於2000" 451.85815
5105 510503 51050322 "男" 1 25 "多於2000" 570.99184
5105 510503 51050323 "男" 1 25 "多於2000" 625.46328
5105 510503 51050324 "男" 5 25 "多於2000" 454.06557
5105 510503 51050325 "男" 2 25 "多於2000" 644.14515
5106 510605 51060501 "女" 2 42 "多於2000" 739.94537
5106 510605 51060502 "女" 4 42 "多於2000" 665.08676
5106 510605 51060503 "女" 4 42 "多於2000" 584.24753
5106 510605 51060504 "女" 5 42 "多於2000" 647.87031
5106 510605 51060505 "女" 4 42 "多於2000" 699.77932
5106 510605 51060506 "女" 5 42 "多於2000" 614.58502
5106 510605 51060507 "女" 3 42 "多於2000" 572.12584
5106 510605 51060508 "女" 5 42 "多於2000" 598.36082
5106 510605 51060509 "女" 3 42 "多於2000" 557.59683
5106 510605 51060510 "女" 2 42 "多於2000" 615.13155
5106 510605 51060511 "女" 5 42 "多於2000" 603.12557
5106 510605 51060512 "女" 3 42 "多於2000" 629.81592
5106 510605 51060513 "女" 2 42 "多於2000" 588.45934
5106 510605 51060514 "女" 2 42 "多於2000" 562.73357
5106 510605 51060515 "女" 2 42 "多於2000" 584.06555
5106 510605 51060516 "女" 3 42 "多於2000" 557.28496
5106 510605 51060517 "女" 1 42 "多於2000" 400.65452
5106 510605 51060519 "男" 2 42 "多於2000" 690.38961
5106 510605 51060520 "男" 5 42 "多於2000" 733.81848
5106 510605 51060521 "男" 4 42 "多於2000" 650.81753
5106 510605 51060522 "男" 5 42 "多於2000" 654.27489
5106 510605 51060523 "男" 2 42 "多於2000" 658.76718
5106 510605 51060524 "男" 1 42 "多於2000" 632.63418
5106 510605 51060525 "男" 5 42 "多於2000" 656.57441
5106 510605 51060526 "男" 3 42 "多於2000" 565.40345
5106 510605 51060527 "男" 3 42 "多於2000" 594.39902
5106 510605 51060528 "男" 1 42 "多於2000" 638.25128
5106 510605 51060529 "男" 5 42 "多於2000" 580.98216
5106 510605 51060530 "男" 4 42 "多於2000" 611.75792
5106 510605 51060531 "男" 3 42 "多於2000" 575.56867
5106 510605 51060532 "男" 2 42 "多於2000" 548.79564
5106 510605 51060533 "男" 2 42 "多於2000" 473.46026
5106 510605 51060534 "男" 1 42 "多於2000" 486.50431
5106 510605 51060535 "男" 3 42 "多於2000" 493.42055
5106 510605 51060536 "男" 5 42 "多於2000" 694.87003
5106 510605 51060537 "男" 3 42 "多於2000" 665.48108
5106 510605 51060538 "女" 2 42 "多於2000" 595.93386
5106 510605 51060539 "女" 4 42 "多於2000" 517.92382
5106 510605 51060540 "女" 3 42 "多於2000" 611.41872
5106 510605 51060541 "女" 5 42 "多於2000" 598.62653
5106 510605 51060542 "男" 5 42 "多於2000" 528.46696
5106 510605 51060543 "男" 3 42 "多於2000" 579.26929
5107 510705 51070501 "男" 3 22 "多於2000" 519.32203
5107 510705 51070502 "男" 3 22 "多於2000" 629.58649
5107 510705 51070503 "男" 4 22 "多於2000" 675.04312
5107 510705 51070504 "男" 1 22 "多於2000" 658.88916
5107 510705 51070505 "男" 3 22 "多於2000" 613.55683
5107 510705 51070506 "男" 1 22 "多於2000" 436.1277
5107 510705 51070507 "男" 4 22 "多於2000" 776.47941
5107 510705 51070508 "男" 3 22 "多於2000" 498.92288
5107 510705 51070509 "男" 3 22 "多於2000" 554.46623
5107 510705 51070510 "男" 1 22 "多於2000" 540.15293
5107 510705 51070511 "男" 5 22 "多於2000" 603.02568
5107 510705 51070512 "女" 3 22 "多於2000" 689.32537
5107 510705 51070513 "女" 3 22 "多於2000" 634.66706
5107 510705 51070514 "女" 3 22 "多於2000" 558.2364
5107 510705 51070515 "女" 3 22 "多於2000" 592.80732
5107 510705 51070516 "女" 3 22 "多於2000" 687.66228
5107 510705 51070517 "女" 2 22 "多於2000" 718.20152
5107 510705 51070518 "女" 3 22 "多於2000" 749.51067
5107 510705 51070519 "女" 1 22 "多於2000" 636.26213
5107 510705 51070520 "女" 2 22 "多於2000" 631.93822
5107 510705 51070521 "女" 3 22 "多於2000" 635.20057
5107 510705 51070522 "女" 3 22 "多於2000" 574.18535
5108 510802 51080201 "女" 1 26 "多於2000" 465.52386
5108 510802 51080202 "女" 1 26 "多於2000" 548.18945
5108 510802 51080203 "女" 5 26 "多於2000" 588.51132
5108 510802 51080204 "女" 3 26 "多於2000" 550.17291
5108 510802 51080205 "女" 2 26 "多於2000" 467.53407
5108 510802 51080206 "女" 4 26 "多於2000" 491.60768
5108 510802 51080207 "女" 2 26 "多於2000" 342.03813
5108 510802 51080208 "女" 1 26 "多於2000" 520.87698
5108 510802 51080209 "男" 4 26 "多於2000" 712.59418
5108 510802 51080210 "男" 1 26 "多於2000" 394.51065
5108 510802 51080211 "男" 1 26 "多於2000" 539.35406
5108 510802 51080213 "男" 1 26 "多於2000" 573.67765
5108 510802 51080214 "男" 3 26 "多於2000" 427.15347
5108 510802 51080215 "男" 1 26 "多於2000" 501.3381
5108 510802 51080216 "男" 1 26 "多於2000" 416.39126
5108 510802 51080217 "男" 1 26 "多於2000" 627.28081
5108 510802 51080218 "男" 5 26 "多於2000" 578.42623
5108 510802 51080220 "男" 3 26 "多於2000" 555.19859
5108 510802 51080221 "男" 2 26 "多於2000" 516.42074
5108 510802 51080222 "男" 5 26 "多於2000" 384.4244
5108 510802 51080223 "男" 3 26 "多於2000" 595.61454
5108 510802 51080224 "男" 1 26 "多於2000" 479.33586
5108 510802 51080225 "女" 1 26 "多於2000" 387.34022
5108 510802 51080226 "男" 1 26 "多於2000" 515.55105
5109 510909 51090901 "女" 2 29 "多於2000" 548.52028
5109 510909 51090902 "女" 5 29 "多於2000" 663.94822
5109 510909 51090903 "女" 5 29 "多於2000" 658.08785
5109 510909 51090904 "女" 4 29 "多於2000" 589.06588
5109 510909 51090905 "女" 5 29 "多於2000" 498.64705
5109 510909 51090906 "女" 4 29 "多於2000" 541.45287
5109 510909 51090907 "女" 4 29 "多於2000" 723.82374
5109 510909 51090908 "女" 5 29 "多於2000" 592.6665
5109 510909 51090909 "男" 5 29 "多於2000" 661.50323
5109 510909 51090910 "女" 4 29 "多於2000" 506.8666
5109 510909 51090911 "女" 4 29 "多於2000" 583.44064
5109 510909 51090912 "女" 4 29 "多於2000" 634.7759
5109 510909 51090913 "女" 3 29 "多於2000" 665.32444
5109 510909 51090914 "男" 4 29 "多於2000" 574.03139
5109 510909 51090915 "男" 5 29 "多於2000" 689.49782
5109 510909 51090916 "男" 5 29 "多於2000" 597.66382
5109 510909 51090917 "男" 5 29 "多於2000" 681.82074
5109 510909 51090918 "男" 4 29 "多於2000" 663.0619
5109 510909 51090919 "男" 1 29 "多於2000" 621.07879
5109 510909 51090920 "男" 4 29 "多於2000" 687.90845
5109 510909 51090921 "男" 4 29 "多於2000" 530.0847
5109 510909 51090922 "男" 3 29 "多於2000" 559.29284
5109 510909 51090923 "男" 3 29 "多於2000" 636.49714
5109 510909 51090924 "男" 5 29 "多於2000" 621.77998
5109 510909 51090925 "男" 3 29 "多於2000" 669.15984
5109 510909 51090926 "男" 5 29 "多於2000" 636.53633
5109 510909 51090927 "男" 4 29 "多於2000" 691.65315
5109 510909 51090928 "男" 4 29 "多於2000" 594.20134
5109 510909 51090929 "男" 3 29 "多於2000" 488.55638
5110 511004 51100401 "男" 1 26 "多於2000" 575.80507
5110 511004 51100402 "男" 2 26 "多於2000" 598.99957
5110 511004 51100403 "男" 2 26 "多於2000" 621.9686
5110 511004 51100404 "男" 3 26 "多於2000" 577.06617
5110 511004 51100405 "男" 2 26 "多於2000" 571.20917
5110 511004 51100406 "男" 2 26 "多於2000" 552.06322
5110 511004 51100407 "男" 1 26 "多於2000" 515.91316
5110 511004 51100408 "男" 3 26 "多於2000" 509.26589
5110 511004 51100409 "男" 3 26 "多於2000" 419.56186
5110 511004 51100410 "男" 3 26 "多於2000" 439.44319
5110 511004 51100411 "男" 2 26 "多於2000" 426.70787
5110 511004 51100412 "男" 2 26 "多於2000" 346.42855
5110 511004 51100413 "女" 1 26 "多於2000" 530.86288
5110 511004 51100414 "女" 4 26 "多於2000" 565.98255
5110 511004 51100415 "女" 1 26 "多於2000" 490.96323
5110 511004 51100416 "女" 3 26 "多於2000" 549.33427
5110 511004 51100417 "女" 3 26 "多於2000" 472.4237
5110 511004 51100418 "女" 2 26 "多於2000" 463.46331
5110 511004 51100419 "女" 1 26 "多於2000" 429.27717
5110 511004 51100420 "女" 1 26 "多於2000" 414.11127
5110 511004 51100421 "女" 1 26 "多於2000" 418.21634
5110 511004 51100422 "女" 1 26 "多於2000" 476.94053
5110 511004 51100423 "女" 1 26 "多於2000" 490.81322
5110 511004 51100424 "女" 2 26 "多於2000" 426.86834
5110 511004 51100427 "女" 1 26 "多於2000" 569.58654
5111 511112 51111201 "男" 2 35 "不多於2000" 522.34867
5111 511112 51111202 "男" 1 35 "不多於2000" 617.40037
5111 511112 51111203 "男" 1 35 "不多於2000" 454.16116
5111 511112 51111204 "男" 4 35 "不多於2000" 612.4212
5111 511112 51111205 "男" 5 35 "不多於2000" 555.29639
5111 511112 51111206 "男" 3 35 "不多於2000" 505.1228
5111 511112 51111207 "男" 3 35 "不多於2000" 583.25365
5111 511112 51111209 "男" 2 35 "不多於2000" 647.65216
5111 511112 51111210 "男" 1 35 "不多於2000" 572.51411
5111 511112 51111211 "男" 3 35 "不多於2000" 524.55842
5111 511112 51111212 "男" 3 35 "不多於2000" 651.68222
5111 511112 51111213 "男" 2 35 "不多於2000" 547.05789
5111 511112 51111214 "男" 3 35 "不多於2000" 528.95024
5111 511112 51111215 "男" 5 35 "不多於2000" 586.88253
5111 511112 51111216 "男" 5 35 "不多於2000" 669.29659
5111 511112 51111217 "男" 2 35 "不多於2000" 589.02704
5111 511112 51111218 "男" 2 35 "不多於2000" 683.21487
5111 511112 51111219 "女" 2 35 "不多於2000" 425.41479
5111 511112 51111220 "女" 3 35 "不多於2000" 551.01434
5111 511112 51111221 "女" 2 35 "不多於2000" 435.13917
5111 511112 51111222 "女" 3 35 "不多於2000" 596.91611
5111 511112 51111223 "女" 1 35 "不多於2000" 338.15773
5111 511112 51111224 "女" 3 35 "不多於2000" 449.43084
5111 511112 51111225 "女" 5 35 "不多於2000" 608.97256
5111 511112 51111226 "女" 4 35 "不多於2000" 576.05973
5111 511112 51111227 "女" 1 35 "不多於2000" 612.69563
5111 511112 51111228 "女" 1 35 "不多於2000" 553.6569
5111 511112 51111229 "女" 3 35 "不多於2000" 573.2667
5111 511112 51111230 "女" 2 35 "不多於2000" 633.55934
5111 511112 51111231 "女" 2 35 "不多於2000" 507.3736
5111 511112 51111232 "女" 2 35 "不多於2000" 569.65631
5111 511112 51111233 "女" 5 35 "不多於2000" 702.03244
5111 511112 51111234 "女" 4 35 "不多於2000" 584.87663
5111 511112 51111235 "女" 4 35 "不多於2000" 618.64624
5112 511205 51120501 "男" 4 28 "多於2000" 558.87491
5112 511205 51120503 "男" 5 28 "多於2000" 657.93191
5112 511205 51120504 "男" 1 28 "多於2000" 456.66418
5112 511205 51120505 "男" 1 28 "多於2000" 629.26578
5112 511205 51120506 "男" 3 28 "多於2000" 544.73837
5112 511205 51120507 "男" 4 28 "多於2000" 456.09636
5112 511205 51120508 "男" 3 28 "多於2000" 500.62935
5112 511205 51120509 "男" 3 4 "多於2000" 681.72574
5112 511205 51120510 "男" 3 28 "多於2000" 586.16599
5112 511205 51120511 "男" 1 28 "多於2000" 358.87607
5112 511205 51120512 "男" 2 28 "多於2000" 496.5001
5112 511205 51120513 "男" 2 28 "多於2000" 677.66882
5112 511205 51120514 "男" 4 28 "多於2000" 581.65044
5112 511205 51120515 "男" 3 28 "多於2000" 548.48609
5112 511205 51120516 "男" 3 28 "多於2000" 565.3909
5112 511205 51120517 "女" 1 28 "多於2000" 426.53647
5112 511205 51120518 "女" 4 28 "多於2000" 563.23429
5112 511205 51120519 "女" 2 28 "多於2000" 513.51259
5112 511205 51120520 "女" 3 28 "多於2000" 605.66533
5112 511205 51120521 "女" 3 28 "多於2000" 646.82468
5112 511205 51120522 "女" 3 28 "多於2000" 653.20833
5112 511205 51120523 "女" 2 28 "多於2000" 649.07385
5112 511205 51120524 "女" 1 28 "多於2000" 600.49731
5112 511205 51120525 "女" 1 28 "多於2000" 620.25271
5112 511205 51120526 "女" 1 28 "多於2000" 484.90169
5112 511205 51120527 "女" 2 28 "多於2000" 564.51725
5112 511205 51120528 "女" 2 28 "多於2000" 731.10999
5112 511205 51120529 "女" 2 28 "多於2000" 359.92658
5112 511205 51120530 "女" 3 28 "多於2000" 635.89269
5113 511301 51130101 "男" 1 28 "多於2000" 564.74924
5113 511301 51130102 "男" 1 28 "多於2000" 642.89184
5113 511301 51130103 "男" 1 28 "多於2000" 552.43975
5113 511301 51130104 "男" 4 28 "多於2000" 524.47737
5113 511301 51130105 "男" 4 28 "多於2000" 502.42559
5113 511301 51130106 "男" 2 28 "多於2000" 497.82179
5113 511301 51130107 "男" 1 28 "多於2000" 439.29725
5113 511301 51130108 "男" 1 28 "多於2000" 583.58797
5113 511301 51130109 "男" 2 28 "多於2000" 517.77277
5113 511301 51130110 "男" 3 28 "多於2000" 703.67914
5113 511301 51130111 "男" 1 28 "多於2000" 644.46423
5113 511301 51130112 "男" 2 28 "多於2000" 609.1285
5113 511301 51130113 "女" 1 28 "多於2000" 464.8693
5113 511301 51130114 "女" 2 28 "多於2000" 483.50965
5113 511301 51130115 "女" 3 28 "多於2000" 412.25642
5113 511301 51130116 "女" 1 28 "多於2000" 485.08751
5113 511301 51130117 "女" 1 28 "多於2000" 499.89234
5113 511301 51130118 "女" 3 28 "多於2000" 650.10796
5113 511301 51130119 "女" 1 28 "多於2000" 427.92327
5113 511301 51130120 "女" 2 28 "多於2000" 567.38982
5113 511301 51130121 "女" 3 28 "多於2000" 416.15845
5113 511301 51130122 "女" 1 28 "多於2000" 450.51495
5113 511301 51130123 "女" 2 28 "多於2000" 523.35592
5113 511301 51130124 "女" 1 28 "多於2000" 568.48638
5113 511301 51130125 "女" 1 28 "多於2000" 512.69883
5113 511301 51130126 "男" 5 28 "多於2000" 679.23714
5113 511301 51130127 "女" 2 28 "多於2000" 529.2042
5113 511301 51130128 "女" 2 28 "多於2000" 538.17715
5114 511408 51140801 "女" 2 30 "多於2000" 588.6004
5114 511408 51140802 "女" 4 30 "多於2000" 598.02348
5114 511408 51140803 "女" 5 30 "多於2000" 625.19048
5114 511408 51140804 "女" 4 30 "多於2000" 650.73741
5114 511408 51140805 "女" 4 30 "多於2000" 586.00807
5114 511408 51140806 "女" 4 30 "多於2000" 673.06071
5114 511408 51140807 "女" 3 30 "多於2000" 581.49683
5114 511408 51140808 "女" 1 30 "多於2000" 510.60467
5114 511408 51140809 "女" 3 30 "多於2000" 429.39345
5114 511408 51140810 "女" 3 30 "多於2000" 594.65682
5114 511408 51140811 "女" 4 30 "多於2000" 615.50808
5114 511408 51140812 "女" 5 30 "多於2000" 601.43247
5114 511408 51140813 "女" 2 30 "多於2000" 589.84906
5114 511408 51140814 "女" 1 30 "多於2000" 682.49821
5114 511408 51140815 "女" 2 30 "多於2000" 568.94849
5114 511408 51140816 "男" 2 30 "多於2000" 659.26988
5114 511408 51140817 "男" 2 30 "多於2000" 553.38781
5114 511408 51140818 "男" 2 30 "多於2000" 527.30912
5114 511408 51140819 "男" 3 30 "多於2000" 581.84557
5114 511408 51140820 "男" 3 30 "多於2000" 694.49444
5114 511408 51140821 "男" 3 30 "多於2000" 696.39138
5114 511408 51140822 "男" 3 30 "多於2000" 605.11961
5114 511408 51140823 "男" 5 30 "多於2000" 663.42296
5114 511408 51140824 "男" 2 30 "多於2000" 515.7628
5114 511408 51140825 "男" 2 30 "多於2000" 608.19102
5114 511408 51140826 "男" 4 30 "多於2000" 560.5365
5114 511408 51140827 "男" 2 30 "多於2000" 643.56012
5114 511408 51140828 "男" 3 30 "多於2000" 696.06648
5114 511408 51140829 "男" 2 30 "多於2000" 513.99423
5115 511507 51150701 "男" 5 29 "多於2000" 592.52068
5115 511507 51150702 "男" 3 29 "多於2000" 558.61072
5115 511507 51150703 "男" 2 29 "多於2000" 614.61618
5115 511507 51150704 "男" 3 29 "多於2000" 592.70999
5115 511507 51150705 "男" 4 29 "多於2000" 700.02421
5115 511507 51150706 "男" 2 29 "多於2000" 509.75265
5115 511507 51150707 "男" 5 29 "多於2000" 492.51911
5115 511507 51150708 "男" 2 29 "多於2000" 475.87978
5115 511507 51150709 "男" 2 29 "多於2000" 467.22917
5115 511507 51150710 "男" 2 29 "多於2000" 490.34506
5115 511507 51150711 "男" 2 29 "多於2000" 432.91395
5115 511507 51150712 "男" 2 29 "多於2000" 523.63373
5115 511507 51150713 "男" 3 29 "多於2000" 426.53112
5115 511507 51150714 "男" 4 29 "多於2000" 715.47803
5115 511507 51150715 "男" 5 29 "多於2000" 336.1288
5115 511507 51150716 "男" 3 29 "多於2000" 556.71726
5115 511507 51150717 "女" 5 29 "多於2000" 646.72944
5115 511507 51150718 "女" 5 29 "多於2000" 522.06959
5115 511507 51150719 "女" 4 29 "多於2000" 587.82443
5115 511507 51150720 "女" 1 29 "多於2000" 472.45231
5115 511507 51150721 "女" 1 29 "多於2000" 538.50716
5115 511507 51150722 "女" 1 29 "多於2000" 558.81293
5115 511507 51150723 "女" 1 29 "多於2000" 540.63551
5115 511507 51150724 "女" 1 29 "多於2000" 425.68247
5115 511507 51150725 "女" 3 29 "多於2000" 485.43613
5115 511507 51150726 "女" 4 29 "多於2000" 460.24619
5115 511507 51150728 "女" 5 29 "多於2000" 601.30409
5115 511507 51150729 "女" 1 29 "多於2000" 504.72325
5115 511507 51150730 "女" 2 29 "多於2000" 464.74778
5116 511605 51160502 "男" 3 29 "多於2000" 565.2824
5116 511605 51160503 "男" 1 29 "多於2000" 554.3346
5116 511605 51160504 "男" 2 29 "多於2000" 665.51736
5116 511605 51160505 "男" 1 29 "多於2000" 628.25573
5116 511605 51160506 "男" 2 29 "多於2000" 647.77751
5116 511605 51160507 "男" 3 29 "多於2000" 602.56461
5116 511605 51160508 "男" 3 29 "多於2000" 618.73578
5116 511605 51160509 "男" 2 29 "多於2000" 470.99759
5116 511605 51160510 "男" 2 29 "多於2000" 610.18564
5116 511605 51160511 "男" 1 29 "多於2000" 524.21003
5116 511605 51160512 "男" 2 29 "多於2000" 603.88118
5116 511605 51160513 "男" 1 29 "多於2000" 625.17723
5116 511605 51160514 "男" 4 29 "多於2000" 589.06321
5116 511605 51160515 "男" 1 29 "多於2000" 602.17401
5116 511605 51160516 "男" 2 29 "多於2000" 553.89574
5116 511605 51160517 "男" 4 29 "多於2000" 576.73837
5116 511605 51160518 "男" 1 29 "多於2000" 382.82514
5116 511605 51160519 "男" 2 29 "多於2000" 527.54634
5116 511605 51160520 "男" 1 29 "多於2000" 539.80443
5116 511605 51160521 "男" 2 29 "多於2000" 500.66063
5116 511605 51160522 "男" 2 29 "多於2000" 491.87897
5116 511605 51160523 "男" 1 29 "多於2000" 540.13619
5116 511605 51160524 "男" 2 29 "多於2000" 482.03377
5116 511605 51160525 "男" 4 29 "多於2000" 466.77148
5116 511605 51160526 "男" 1 29 "多於2000" 471.3076
5116 511605 51160527 "男" 3 29 "多於2000" 536.68557
5116 511605 51160528 "男" 5 29 "多於2000" 578.64822
5116 511605 51160529 "男" 4 29 "多於2000" 639.44331
5117 511706 51170601 "男" 3 28 "多於2000" 462.80677
5117 511706 51170602 "男" 4 28 "多於2000" 711.11365
5117 511706 51170603 "男" 1 28 "多於2000" 469.89138
5117 511706 51170604 "男" 2 28 "多於2000" 562.24029
5117 511706 51170605 "男" 1 28 "多於2000" 587.70582
5117 511706 51170606 "男" 4 28 "多於2000" 612.20143
5117 511706 51170607 "男" 1 28 "多於2000" 642.06401
5117 511706 51170608 "男" 3 28 "多於2000" 477.5966
5117 511706 51170609 "男" 1 28 "多於2000" 626.5895
5117 511706 51170610 "男" 1 28 "多於2000" 390.1943
5117 511706 51170611 "男" 3 28 "多於2000" 393.44432
5117 511706 51170612 "男" 4 28 "多於2000" 663.8067
5117 511706 51170613 "男" 1 28 "多於2000" 460.56051
5117 511706 51170614 "男" 2 28 "多於2000" 570.53938
5117 511706 51170615 "男" 5 28 "多於2000" 681.67748
5117 511706 51170616 "女" 2 28 "多於2000" 584.61755
5117 511706 51170617 "女" 1 28 "多於2000" 464.26579
