學生,老師,學校,性別,書本數,女性比率,社經地位,閱讀成績
2282, 7901, 79,女,5,0.413793103448276,差不多,511.45023
2283, 7901, 79,女,63,0.413793103448276,差不多,544.91899
2284, 7901, 79,女,151,0.413793103448276,差不多,560.33945
2285, 7901, 79,女,5,0.413793103448276,差不多,533.1337
2286, 7901, 79,女,151,0.413793103448276,差不多,559.20511
2287, 7901, 79,女,18,0.413793103448276,差不多,442.1794
2288, 7901, 79,女,63,0.413793103448276,差不多,487.00215
2289, 7901, 79,女,63,0.413793103448276,差不多,563.28558
2290, 7901, 79,女,63,0.413793103448276,差不多,588.71211
2291, 7901, 79,女,18,0.413793103448276,差不多,477.71139
2292, 7901, 79,女,63,0.413793103448276,差不多,524.46329
2293, 7901, 79,女,5,0.413793103448276,差不多,451.3129
2294, 8001, 80,男,251,0.565217391304348,差不多,590.78838
2295, 8001, 80,男,5,0.565217391304348,差不多,550.59845
2296, 8001, 80,男,18,0.565217391304348,差不多,536.33079
2297, 8001, 80,男,18,0.565217391304348,差不多,562.38027
2298, 8001, 80,男,18,0.565217391304348,差不多,581.90323
2299, 8001, 80,男,5,0.565217391304348,差不多,489.9477
2300, 8001, 80,男,63,0.565217391304348,差不多,486.90458
2301, 8001, 80,男,5,0.565217391304348,差不多,541.86815
2302, 8001, 80,男,18,0.565217391304348,差不多,501.15244
2303, 8001, 80,男,5,0.565217391304348,差不多,348.63967
2304, 8001, 80,女,63,0.565217391304348,差不多,527.50254
2305, 8001, 80,女,63,0.565217391304348,差不多,622.60029
2306, 8001, 80,女,18,0.565217391304348,差不多,526.77139
2307, 8001, 80,女,63,0.565217391304348,差不多,559.26963
2308, 8001, 80,女,18,0.565217391304348,差不多,482.72838
2309, 8001, 80,女,63,0.565217391304348,差不多,513.60108
2310, 8001, 80,女,63,0.565217391304348,差不多,600.07489
2311, 8001, 80,女,251,0.565217391304348,差不多,592.12886
2312, 8001, 80,女,5,0.565217391304348,差不多,521.8339
2313, 8001, 80,女,18,0.565217391304348,差不多,417.85621
2314, 8001, 80,女,63,0.565217391304348,差不多,402.14548
2315, 8001, 80,女,63,0.565217391304348,差不多,523.88032
2316, 8001, 80,女,63,0.565217391304348,差不多,551.90947
2317, 8101, 81,男,251,0.481481481481481,差不多,564.82999
2318, 8101, 81,男,18,0.481481481481481,差不多,496.06697
2319, 8101, 81,男,251,0.481481481481481,差不多,601.44474
2320, 8101, 81,男,63,0.481481481481481,差不多,504.83397
2321, 8101, 81,男,251,0.481481481481481,差不多,533.47672
2322, 8101, 81,男,5,0.481481481481481,差不多,507.8144
2323, 8101, 81,男,151,0.481481481481481,差不多,554.26597
2324, 8101, 81,男,5,0.481481481481481,差不多,510.57342
2325, 8101, 81,男,251,0.481481481481481,差不多,577.09537
2326, 8101, 81,男,63,0.481481481481481,差不多,494.35912
2327, 8101, 81,男,18,0.481481481481481,差不多,516.72398
2328, 8101, 81,男,18,0.481481481481481,差不多,619.92483
2329, 8101, 81,男,63,0.481481481481481,差不多,415.45644
2330, 8101, 81,男,5,0.481481481481481,差不多,574.81393
2331, 8101, 81,女,5,0.481481481481481,差不多,585.64697
2332, 8101, 81,女,63,0.481481481481481,差不多,616.26706
2333, 8101, 81,女,63,0.481481481481481,差不多,594.48459
2334, 8101, 81,女,18,0.481481481481481,差不多,552.05031
2335, 8101, 81,女,63,0.481481481481481,差不多,523.59632
2336, 8101, 81,女,251,0.481481481481481,差不多,586.24848
2337, 8101, 81,女,151,0.481481481481481,差不多,630.17133
2338, 8101, 81,女,18,0.481481481481481,差不多,572.31215
2339, 8101, 81,女,63,0.481481481481481,差不多,594.51801
2340, 8101, 81,女,251,0.481481481481481,差不多,667.29756
2341, 8101, 81,女,18,0.481481481481481,差不多,571.7599
2342, 8101, 81,女,18,0.481481481481481,差不多,568.20434
2343, 8101, 81,女,63,0.481481481481481,差不多,554.22405
2344, 8201, 82,男,251,0.478260869565217,弱勢多,545.10166
2345, 8201, 82,男,18,0.478260869565217,弱勢多,574.16016
2346, 8201, 82,男,63,0.478260869565217,弱勢多,513.33968
2347, 8201, 82,男,18,0.478260869565217,弱勢多,591.91384
2348, 8201, 82,男,18,0.478260869565217,弱勢多,581.80103
2349, 8201, 82,男,5,0.478260869565217,弱勢多,608.85909
2350, 8201, 82,男,5,0.478260869565217,弱勢多,520.86271
2351, 8201, 82,男,63,0.478260869565217,弱勢多,591.15207
2352, 8201, 82,男,63,0.478260869565217,弱勢多,538.38648
2353, 8201, 82,男,5,0.478260869565217,弱勢多,471.59685
2354, 8201, 82,男,5,0.478260869565217,弱勢多,427.74008
2355, 8201, 82,女,251,0.478260869565217,弱勢多,643.00113
2356, 8201, 82,女,63,0.478260869565217,弱勢多,549.31448
2357, 8201, 82,女,5,0.478260869565217,弱勢多,504.01782
2358, 8201, 82,女,18,0.478260869565217,弱勢多,558.39968
2359, 8201, 82,女,18,0.478260869565217,弱勢多,544.06671
2360, 8201, 82,女,5,0.478260869565217,弱勢多,514.97151
2361, 8201, 82,女,63,0.478260869565217,弱勢多,478.43684
2362, 8201, 82,女,63,0.478260869565217,弱勢多,561.08451
2363, 8201, 82,女,63,0.478260869565217,弱勢多,521.73595
2364, 8201, 82,女,63,0.478260869565217,弱勢多,609.32324
2365, 8201, 82,男,63,0.478260869565217,弱勢多,628.42175
2366, 8201, 82,女,5,0.478260869565217,弱勢多,509.51258
2368, 8301, 83,男,151,0.518518518518518,差不多,513.13297
2369, 8301, 83,男,251,0.518518518518518,差不多,628.15302
2370, 8301, 83,男,151,0.518518518518518,差不多,615.92965
2371, 8301, 83,男,5,0.518518518518518,差不多,570.88907
2372, 8301, 83,男,63,0.518518518518518,差不多,583.53351
2373, 8301, 83,男,5,0.518518518518518,差不多,535.57066
2374, 8301, 83,男,251,0.518518518518518,差不多,685.41416
2375, 8301, 83,男,151,0.518518518518518,差不多,579.71819
2376, 8301, 83,男,18,0.518518518518518,差不多,568.35068
2377, 8301, 83,男,63,0.518518518518518,差不多,544.65364
2378, 8301, 83,男,5,0.518518518518518,差不多,559.05625
2379, 8301, 83,男,151,0.518518518518518,差不多,652.21713
2380, 8301, 83,男,63,0.518518518518518,差不多,594.46826
2381, 8301, 83,女,151,0.518518518518518,差不多,690.7362
2382, 8301, 83,女,5,0.518518518518518,差不多,456.20402
2383, 8301, 83,女,18,0.518518518518518,差不多,550.62782
2384, 8301, 83,女,63,0.518518518518518,差不多,639.82906
2385, 8301, 83,女,63,0.518518518518518,差不多,531.06631
2386, 8301, 83,女,63,0.518518518518518,差不多,585.33071
2387, 8301, 83,女,63,0.518518518518518,差不多,588.12982
2388, 8301, 83,女,18,0.518518518518518,差不多,515.83586
2389, 8301, 83,女,18,0.518518518518518,差不多,594.92111
2390, 8301, 83,女,63,0.518518518518518,差不多,598.87949
2391, 8301, 83,女,63,0.518518518518518,差不多,567.11017
2392, 8301, 83,女,151,0.518518518518518,差不多,605.04397
2393, 8301, 83,女,63,0.518518518518518,差不多,561.90279
2394, 8301, 83,女,5,0.518518518518518,差不多,445.89435
2396, 8401, 84,男,251,0.541666666666667,差不多,547.19174
2397, 8401, 84,男,251,0.541666666666667,差不多,640.38218
2398, 8401, 84,男,18,0.541666666666667,差不多,613.04138
2399, 8401, 84,男,63,0.541666666666667,差不多,564.03634
2400, 8401, 84,男,151,0.541666666666667,差不多,563.8899
2402, 8401, 84,男,18,0.541666666666667,差不多,542.60819
2403, 8401, 84,男,251,0.541666666666667,差不多,613.97615
2404, 8401, 84,男,151,0.541666666666667,差不多,528.96223
2405, 8401, 84,男,251,0.541666666666667,差不多,540.44295
2406, 8401, 84,男,151,0.541666666666667,差不多,467.96633
2407, 8401, 84,女,18,0.541666666666667,差不多,508.23479
2408, 8401, 84,女,151,0.541666666666667,差不多,605.22856
2409, 8401, 84,女,18,0.541666666666667,差不多,577.59652
2410, 8401, 84,女,18,0.541666666666667,差不多,633.36069
2411, 8401, 84,女,151,0.541666666666667,差不多,503.69895
2412, 8401, 84,女,151,0.541666666666667,差不多,530.34908
2413, 8401, 84,女,18,0.541666666666667,差不多,673.94029
2414, 8401, 84,女,251,0.541666666666667,差不多,543.29277
2415, 8401, 84,女,63,0.541666666666667,差不多,523.47104
2416, 8401, 84,女,251,0.541666666666667,差不多,576.10283
2417, 8401, 84,女,63,0.541666666666667,差不多,583.60113
2418, 8401, 84,女,251,0.541666666666667,差不多,501.19591
2419, 8401, 84,女,5,0.541666666666667,差不多,548.71006
2420, 8401, 84,男,63,0.541666666666667,差不多,636.64182
2421, 8501, 85,男,251,0.428571428571429,富有多,621.17616
2422, 8501, 85,男,63,0.428571428571429,富有多,601.19271
2423, 8501, 85,男,251,0.428571428571429,富有多,610.57061
2424, 8501, 85,男,251,0.428571428571429,富有多,586.64057
2425, 8501, 85,男,63,0.428571428571429,富有多,732.11013
2426, 8501, 85,男,251,0.428571428571429,富有多,587.07381
2427, 8501, 85,男,63,0.428571428571429,富有多,631.09808
2428, 8501, 85,男,251,0.428571428571429,富有多,706.1186
2429, 8501, 85,女,251,0.428571428571429,富有多,592.22189
2430, 8501, 85,女,151,0.428571428571429,富有多,653.10177
2431, 8501, 85,女,251,0.428571428571429,富有多,476.25779
2432, 8501, 85,女,63,0.428571428571429,富有多,604.54002
2433, 8501, 85,女,63,0.428571428571429,富有多,632.25262
2434, 8501, 85,女,251,0.428571428571429,富有多,701.79538
2435, 8601, 86,男,63,0.515151515151515,差不多,590.09075
2436, 8601, 86,男,151,0.515151515151515,差不多,500.85966
2437, 8601, 86,男,151,0.515151515151515,差不多,548.89283
2438, 8601, 86,男,63,0.515151515151515,差不多,568.32547
2439, 8601, 86,男,63,0.515151515151515,差不多,564.24663
2440, 8601, 86,男,63,0.515151515151515,差不多,557.19192
2441, 8601, 86,男,63,0.515151515151515,差不多,631.06766
2442, 8601, 86,男,251,0.515151515151515,差不多,657.54458
2443, 8601, 86,男,18,0.515151515151515,差不多,555.07218
2444, 8601, 86,男,63,0.515151515151515,差不多,533.8321
2445, 8601, 86,男,151,0.515151515151515,差不多,554.75756
2446, 8601, 86,男,251,0.515151515151515,差不多,615.58064
2447, 8601, 86,男,251,0.515151515151515,差不多,620.91911
2448, 8601, 86,男,63,0.515151515151515,差不多,586.29755
2449, 8601, 86,男,151,0.515151515151515,差不多,608.49965
2450, 8601, 86,女,63,0.515151515151515,差不多,598.19877
2451, 8601, 86,女,5,0.515151515151515,差不多,625.98343
2452, 8601, 86,女,18,0.515151515151515,差不多,639.53772
2453, 8601, 86,女,18,0.515151515151515,差不多,527.74297
2454, 8601, 86,女,151,0.515151515151515,差不多,681.05712
2456, 8601, 86,女,63,0.515151515151515,差不多,584.75769
2457, 8601, 86,女,63,0.515151515151515,差不多,582.92292
2458, 8601, 86,女,63,0.515151515151515,差不多,567.08602
2459, 8601, 86,女,63,0.515151515151515,差不多,619.41586
2460, 8601, 86,女,151,0.515151515151515,差不多,566.07272
2461, 8601, 86,女,251,0.515151515151515,差不多,593.85661
2462, 8601, 86,女,63,0.515151515151515,差不多,578.18538
2463, 8601, 86,女,151,0.515151515151515,差不多,570.19705
2464, 8601, 86,女,151,0.515151515151515,差不多,708.76924
2465, 8601, 86,女,63,0.515151515151515,差不多,562.28107
2466, 8601, 86,女,151,0.515151515151515,差不多,609.00263
2467, 8601, 86,男,18,0.515151515151515,差不多,534.13271
2468, 8601, 86,女,251,0.515151515151515,差不多,596.98502
2469, 8602, 86,男,5,0.518518518518518,差不多,557.8198
2470, 8602, 86,男,251,0.518518518518518,差不多,509.92071
2471, 8602, 86,男,18,0.518518518518518,差不多,586.58802
2472, 8602, 86,男,151,0.518518518518518,差不多,577.09846
2473, 8602, 86,男,63,0.518518518518518,差不多,602.92326
2474, 8602, 86,男,5,0.518518518518518,差不多,413.51058
2475, 8602, 86,男,251,0.518518518518518,差不多,612.28975
2476, 8602, 86,男,151,0.518518518518518,差不多,552.68119
2477, 8602, 86,男,251,0.518518518518518,差不多,608.48052
2478, 8602, 86,男,251,0.518518518518518,差不多,643.55242
2479, 8602, 86,男,151,0.518518518518518,差不多,551.57747
2480, 8602, 86,男,63,0.518518518518518,差不多,564.63882
2481, 8602, 86,男,151,0.518518518518518,差不多,678.58084
2482, 8602, 86,女,63,0.518518518518518,差不多,575.99706
2483, 8602, 86,女,18,0.518518518518518,差不多,660.53892
2484, 8602, 86,女,63,0.518518518518518,差不多,597.86551
2485, 8602, 86,女,63,0.518518518518518,差不多,648.80443
2486, 8602, 86,女,151,0.518518518518518,差不多,563.35098
2487, 8602, 86,女,63,0.518518518518518,差不多,597.6329
2488, 8602, 86,女,251,0.518518518518518,差不多,532.28605
2489, 8602, 86,女,5,0.518518518518518,差不多,549.90536
2490, 8602, 86,女,63,0.518518518518518,差不多,614.05768
2491, 8602, 86,女,251,0.518518518518518,差不多,573.17438
2492, 8602, 86,女,63,0.518518518518518,差不多,528.53642
2493, 8602, 86,女,63,0.518518518518518,差不多,566.12671
2494, 8602, 86,女,63,0.518518518518518,差不多,613.01849
2495, 8602, 86,女,63,0.518518518518518,差不多,552.10016
2496, 8701, 87,男,63,0.416666666666667,富有多,504.72105
2497, 8701, 87,男,251,0.416666666666667,富有多,585.85726
2498, 8701, 87,男,5,0.416666666666667,富有多,512.87988
2499, 8701, 87,男,151,0.416666666666667,富有多,630.13993
2500, 8701, 87,男,18,0.416666666666667,富有多,590.03521
2501, 8701, 87,男,18,0.416666666666667,富有多,570.07572
2502, 8701, 87,男,151,0.416666666666667,富有多,526.23035
2503, 8701, 87,男,251,0.416666666666667,富有多,482.08282
2504, 8701, 87,男,63,0.416666666666667,富有多,640.67207
2505, 8701, 87,男,63,0.416666666666667,富有多,607.45437
2506, 8701, 87,男,63,0.416666666666667,富有多,550.26538
2507, 8701, 87,男,251,0.416666666666667,富有多,400.06438
2508, 8701, 87,男,251,0.416666666666667,富有多,581.05076
2509, 8701, 87,男,151,0.416666666666667,富有多,575.13319
2510, 8701, 87,女,63,0.416666666666667,富有多,546.79956
2511, 8701, 87,女,151,0.416666666666667,富有多,649.21545
2512, 8701, 87,女,151,0.416666666666667,富有多,457.5021
2513, 8701, 87,女,18,0.416666666666667,富有多,413.97434
2514, 8701, 87,女,63,0.416666666666667,富有多,600.36738
2515, 8701, 87,女,251,0.416666666666667,富有多,551.13553
2516, 8701, 87,女,63,0.416666666666667,富有多,576.59915
2518, 8701, 87,女,151,0.416666666666667,富有多,618.8724
2519, 8701, 87,女,63,0.416666666666667,富有多,549.80896
2520, 8701, 87,女,151,0.416666666666667,富有多,617.50033
2521, 8801, 88,男,18,0.444444444444444,差不多,625.36511
2522, 8801, 88,男,63,0.444444444444444,差不多,643.2378
2523, 8801, 88,男,18,0.444444444444444,差不多,500.86574
2524, 8801, 88,男,151,0.444444444444444,差不多,554.40507
2525, 8801, 88,男,63,0.444444444444444,差不多,444.87428
2526, 8801, 88,男,63,0.444444444444444,差不多,420.67165
2527, 8801, 88,男,18,0.444444444444444,差不多,577.53393
2528, 8801, 88,男,151,0.444444444444444,差不多,686.80806
2529, 8801, 88,男,63,0.444444444444444,差不多,590.85677
2530, 8801, 88,男,18,0.444444444444444,差不多,459.57113
2531, 8801, 88,男,151,0.444444444444444,差不多,465.15196
2532, 8801, 88,男,251,0.444444444444444,差不多,672.58976
2533, 8801, 88,男,251,0.444444444444444,差不多,627.15816
2534, 8801, 88,男,63,0.444444444444444,差不多,471.68891
2535, 8801, 88,男,63,0.444444444444444,差不多,553.18978
2536, 8801, 88,女,63,0.444444444444444,差不多,538.71878
2537, 8801, 88,女,63,0.444444444444444,差不多,463.25372
2538, 8801, 88,女,151,0.444444444444444,差不多,573.59043
2539, 8801, 88,女,18,0.444444444444444,差不多,640.07471
2540, 8801, 88,女,251,0.444444444444444,差不多,568.35976
2541, 8801, 88,女,18,0.444444444444444,差不多,625.03552
2542, 8801, 88,女,151,0.444444444444444,差不多,552.32987
2543, 8801, 88,女,251,0.444444444444444,差不多,535.09202
2544, 8801, 88,女,18,0.444444444444444,差不多,543.48384
2545, 8801, 88,女,63,0.444444444444444,差不多,636.95654
2546, 8801, 88,女,63,0.444444444444444,差不多,648.02653
2547, 8801, 88,女,18,0.444444444444444,差不多,529.69907
2549, 8802, 88,男,251,0.481481481481481,差不多,528.625
2550, 8802, 88,男,63,0.481481481481481,差不多,658.22202
2551, 8802, 88,男,251,0.481481481481481,差不多,655.14713
2552, 8802, 88,男,151,0.481481481481481,差不多,609.58251
2553, 8802, 88,男,18,0.481481481481481,差不多,657.95097
2554, 8802, 88,男,151,0.481481481481481,差不多,502.61793
2555, 8802, 88,男,151,0.481481481481481,差不多,521.37603
2556, 8802, 88,男,251,0.481481481481481,差不多,586.26606
2557, 8802, 88,男,151,0.481481481481481,差不多,629.34126
2558, 8802, 88,男,251,0.481481481481481,差不多,660.05177
2559, 8802, 88,男,63,0.481481481481481,差不多,561.55446
2560, 8802, 88,男,5,0.481481481481481,差不多,538.67695
2561, 8802, 88,男,251,0.481481481481481,差不多,580.99801
2562, 8802, 88,男,251,0.481481481481481,差不多,515.38475
2563, 8802, 88,女,5,0.481481481481481,差不多,653.78423
2564, 8802, 88,女,151,0.481481481481481,差不多,576.61383
2565, 8802, 88,女,63,0.481481481481481,差不多,538.89169
2566, 8802, 88,女,151,0.481481481481481,差不多,524.88677
2567, 8802, 88,女,151,0.481481481481481,差不多,583.10162
2568, 8802, 88,女,151,0.481481481481481,差不多,612.19354
2569, 8802, 88,女,251,0.481481481481481,差不多,530.24649
2570, 8802, 88,女,151,0.481481481481481,差不多,564.19408
2571, 8802, 88,女,18,0.481481481481481,差不多,482.2083
2572, 8802, 88,女,151,0.481481481481481,差不多,585.01049
2573, 8802, 88,女,63,0.481481481481481,差不多,571.46373
2574, 8802, 88,女,151,0.481481481481481,差不多,621.46247
2575, 8802, 88,女,63,0.481481481481481,差不多,566.50151
2576, 8901, 89,男,63,0.5,差不多,579.22178
2577, 8901, 89,男,5,0.5,差不多,529.81141
2578, 8901, 89,男,63,0.5,差不多,464.65709
2579, 8901, 89,男,63,0.5,差不多,695.0688
2580, 8901, 89,男,5,0.5,差不多,549.58089
2581, 8901, 89,男,18,0.5,差不多,510.14578
2582, 8901, 89,男,18,0.5,差不多,528.13873
2583, 8901, 89,男,18,0.5,差不多,539.15637
2585, 8901, 89,男,63,0.5,差不多,489.93389
2586, 8901, 89,男,18,0.5,差不多,419.48833
2587, 8901, 89,女,151,0.5,差不多,568.78885
2588, 8901, 89,女,5,0.5,差不多,563.88961
2589, 8901, 89,女,251,0.5,差不多,650.60163
2590, 8901, 89,女,63,0.5,差不多,502.2268
2591, 8901, 89,女,5,0.5,差不多,495.20899
2592, 8901, 89,女,63,0.5,差不多,508.76356
2593, 8901, 89,女,63,0.5,差不多,594.26241
2594, 8901, 89,女,63,0.5,差不多,659.28556
2595, 8901, 89,女,251,0.5,差不多,626.60446
2596, 8901, 89,女,63,0.5,差不多,552.89448
2597, 9001, 90,男,5,0.666666666666667,差不多,546.55632
2598, 9001, 90,男,151,0.666666666666667,差不多,540.70685
2599, 9001, 90,男,18,0.666666666666667,差不多,536.33233
2600, 9001, 90,男,63,0.666666666666667,差不多,610.41943
2601, 9001, 90,女,151,0.666666666666667,差不多,620.54489
2602, 9001, 90,女,5,0.666666666666667,差不多,566.37342
2603, 9001, 90,女,5,0.666666666666667,差不多,537.87935
2604, 9001, 90,女,5,0.666666666666667,差不多,553.33052
2605, 9001, 90,女,5,0.666666666666667,差不多,531.33234
2606, 9001, 90,女,151,0.666666666666667,差不多,628.32776
2607, 9001, 90,女,18,0.666666666666667,差不多,522.57374
2608, 9001, 90,女,63,0.666666666666667,差不多,555.0404
2609, 9101, 91,男,63,0.52,差不多,558.42653
2610, 9101, 91,男,63,0.52,差不多,567.30192
2611, 9101, 91,男,63,0.52,差不多,629.30195
2612, 9101, 91,男,18,0.52,差不多,552.80213
2613, 9101, 91,男,5,0.52,差不多,500.50273
2614, 9101, 91,男,251,0.52,差不多,596.95681
2615, 9101, 91,男,63,0.52,差不多,532.65283
2616, 9101, 91,男,18,0.52,差不多,572.67767
2617, 9101, 91,男,63,0.52,差不多,614.42562
2618, 9101, 91,男,5,0.52,差不多,584.3627
2619, 9101, 91,男,63,0.52,差不多,479.01478
2620, 9101, 91,男,151,0.52,差不多,562.87717
2621, 9101, 91,女,63,0.52,差不多,590.66705
2622, 9101, 91,女,5,0.52,差不多,413.22387
2623, 9101, 91,女,63,0.52,差不多,604.65487
2624, 9101, 91,女,18,0.52,差不多,535.00499
2625, 9101, 91,女,63,0.52,差不多,682.9598
2626, 9101, 91,女,18,0.52,差不多,546.91596
2627, 9101, 91,女,5,0.52,差不多,570.0451
2628, 9101, 91,女,251,0.52,差不多,531.08303
2629, 9101, 91,女,151,0.52,差不多,484.27684
2630, 9101, 91,女,63,0.52,差不多,462.11077
2631, 9101, 91,女,18,0.52,差不多,619.1705
2632, 9101, 91,女,5,0.52,差不多,634.46953
2633, 9101, 91,女,18,0.52,差不多,530.74793
2634, 9102, 91,男,251,0.5,差不多,613.20849
2635, 9102, 91,男,63,0.5,差不多,562.22987
2636, 9102, 91,男,251,0.5,差不多,628.74767
2637, 9102, 91,男,63,0.5,差不多,449.01822
2638, 9102, 91,男,151,0.5,差不多,588.15706
2639, 9102, 91,男,63,0.5,差不多,625.11782
2640, 9102, 91,男,5,0.5,差不多,568.07451
2641, 9102, 91,男,251,0.5,差不多,497.7751
2642, 9102, 91,男,151,0.5,差不多,595.51113
2643, 9102, 91,男,63,0.5,差不多,492.89248
2644, 9102, 91,男,251,0.5,差不多,561.06432
2645, 9102, 91,男,151,0.5,差不多,562.82462
2646, 9102, 91,男,251,0.5,差不多,521.00876
2647, 9102, 91,男,151,0.5,差不多,635.36606
2648, 9102, 91,女,63,0.5,差不多,559.78353
2649, 9102, 91,女,63,0.5,差不多,587.1281
2650, 9102, 91,女,251,0.5,差不多,542.69136
2651, 9102, 91,女,151,0.5,差不多,572.36711
2652, 9102, 91,女,251,0.5,差不多,614.05372
2653, 9102, 91,女,63,0.5,差不多,590.59615
2654, 9102, 91,女,18,0.5,差不多,569.99439
2655, 9102, 91,女,18,0.5,差不多,634.09319
2656, 9102, 91,女,63,0.5,差不多,526.11858
2657, 9102, 91,女,251,0.5,差不多,622.12494
2658, 9102, 91,女,63,0.5,差不多,517.4104
2659, 9102, 91,女,251,0.5,差不多,600.74923
2660, 9102, 91,女,18,0.5,差不多,576.54747
2661, 9102, 91,女,18,0.5,差不多,645.26954
2662, 9201, 92,男,151,0.5,富有多,570.90182
2663, 9201, 92,男,151,0.5,富有多,628.82099
2664, 9201, 92,男,63,0.5,富有多,584.67906
2665, 9201, 92,男,63,0.5,富有多,585.21267
2666, 9201, 92,男,18,0.5,富有多,524.0825
2667, 9201, 92,男,63,0.5,富有多,616.97841
2668, 9201, 92,男,18,0.5,富有多,595.57827
2669, 9201, 92,男,18,0.5,富有多,613.97992
2670, 9201, 92,男,18,0.5,富有多,541.69814
2671, 9201, 92,男,5,0.5,富有多,547.29433
2672, 9201, 92,男,251,0.5,富有多,573.81405
2673, 9201, 92,男,63,0.5,富有多,659.19167
2674, 9201, 92,女,251,0.5,富有多,670.45254
2675, 9201, 92,女,63,0.5,富有多,587.97565
2676, 9201, 92,女,63,0.5,富有多,512.76541
2677, 9201, 92,女,63,0.5,富有多,567.08409
2678, 9201, 92,女,63,0.5,富有多,523.13063
2679, 9201, 92,女,63,0.5,富有多,505.01529
2680, 9201, 92,女,5,0.5,富有多,547.35992
2681, 9201, 92,女,63,0.5,富有多,525.11696
2682, 9201, 92,女,151,0.5,富有多,578.13013
2683, 9201, 92,女,63,0.5,富有多,648.43755
2684, 9201, 92,女,151,0.5,富有多,465.69551
2685, 9201, 92,女,151,0.5,富有多,550.8015
2686, 9202, 92,男,151,0.44,富有多,581.87512
2687, 9202, 92,男,63,0.44,富有多,579.01081
2688, 9202, 92,男,18,0.44,富有多,598.84143
2689, 9202, 92,男,151,0.44,富有多,578.26952
2690, 9202, 92,男,151,0.44,富有多,565.68372
2691, 9202, 92,男,251,0.44,富有多,469.47799
2692, 9202, 92,男,5,0.44,富有多,504.78886
2693, 9202, 92,男,18,0.44,富有多,635.3592
2694, 9202, 92,男,5,0.44,富有多,561.70138
2695, 9202, 92,男,18,0.44,富有多,537.73087
2696, 9202, 92,男,63,0.44,富有多,620.68264
2697, 9202, 92,男,251,0.44,富有多,539.52479
2698, 9202, 92,男,63,0.44,富有多,589.67345
2699, 9202, 92,男,5,0.44,富有多,493.60691
2700, 9202, 92,女,18,0.44,富有多,615.90994
2701, 9202, 92,女,63,0.44,富有多,560.58829
2702, 9202, 92,女,63,0.44,富有多,581.94921
2703, 9202, 92,女,251,0.44,富有多,586.22713
2704, 9202, 92,女,18,0.44,富有多,659.19592
2705, 9202, 92,女,18,0.44,富有多,631.18367
2706, 9202, 92,女,18,0.44,富有多,532.44418
2707, 9202, 92,女,18,0.44,富有多,556.3237
2708, 9202, 92,女,63,0.44,富有多,693.98565
2709, 9202, 92,女,5,0.44,富有多,486.80441
2710, 9202, 92,女,151,0.44,富有多,606.16044
2711, 9301, 93,男,5,0.565217391304348,差不多,582.50851
2712, 9301, 93,男,5,0.565217391304348,差不多,544.32231
2713, 9301, 93,男,63,0.565217391304348,差不多,558.63499
2714, 9301, 93,男,18,0.565217391304348,差不多,575.85854
2715, 9301, 93,男,63,0.565217391304348,差不多,490.97617
2716, 9301, 93,男,5,0.565217391304348,差不多,599.86624
2717, 9301, 93,男,18,0.565217391304348,差不多,651.41701
2718, 9301, 93,男,18,0.565217391304348,差不多,419.31667
2719, 9301, 93,男,63,0.565217391304348,差不多,560.70933
2720, 9301, 93,男,18,0.565217391304348,差不多,455.30992
2722, 9301, 93,女,5,0.565217391304348,差不多,581.75235
2723, 9301, 93,女,5,0.565217391304348,差不多,551.00368
2724, 9301, 93,女,5,0.565217391304348,差不多,542.23464
2725, 9301, 93,女,18,0.565217391304348,差不多,543.90762
2726, 9301, 93,女,63,0.565217391304348,差不多,545.33214
2727, 9301, 93,女,151,0.565217391304348,差不多,585.65982
2729, 9301, 93,女,5,0.565217391304348,差不多,532.65477
2730, 9301, 93,女,5,0.565217391304348,差不多,572.69439
2731, 9301, 93,女,63,0.565217391304348,差不多,478.89625
2732, 9301, 93,女,5,0.565217391304348,差不多,528.12308
2733, 9301, 93,女,63,0.565217391304348,差不多,497.6674
2734, 9301, 93,女,63,0.565217391304348,差不多,552.97968
2735, 9301, 93,女,5,0.565217391304348,差不多,604.2963
2736, 9401, 94,男,5,0.481481481481481,差不多,440.20717
2737, 9401, 94,男,18,0.481481481481481,差不多,520.30746
2738, 9401, 94,男,63,0.481481481481481,差不多,563.85116
2739, 9401, 94,男,63,0.481481481481481,差不多,548.18303
2740, 9401, 94,男,251,0.481481481481481,差不多,620.1756
2741, 9401, 94,男,5,0.481481481481481,差不多,329.48001
2742, 9401, 94,男,151,0.481481481481481,差不多,487.36197
2743, 9401, 94,男,63,0.481481481481481,差不多,556.36688
2744, 9401, 94,男,63,0.481481481481481,差不多,426.82743
2745, 9401, 94,男,5,0.481481481481481,差不多,537.38303
2746, 9401, 94,男,18,0.481481481481481,差不多,515.32409
2747, 9401, 94,男,18,0.481481481481481,差不多,521.52266
2748, 9401, 94,男,63,0.481481481481481,差不多,584.04441
2749, 9401, 94,男,18,0.481481481481481,差不多,620.08209
2750, 9401, 94,女,18,0.481481481481481,差不多,580.07077
2751, 9401, 94,女,63,0.481481481481481,差不多,592.38543
2752, 9401, 94,女,63,0.481481481481481,差不多,561.22496
2753, 9401, 94,女,63,0.481481481481481,差不多,596.33801
2754, 9401, 94,女,151,0.481481481481481,差不多,587.78419
