學生,老師,學校,性別,書本數,女性比率,社經地位,閱讀成績
   1,  101,  1,男,18,0.5,差不多,613.10977
   2,  101,  1,男,5,0.5,差不多,610.74641
   3,  101,  1,男,63,0.5,差不多,534.70727
   4,  101,  1,男,251,0.5,差不多,613.58629
   5,  101,  1,男,5,0.5,差不多,654.2875
   6,  101,  1,男,18,0.5,差不多,680.91049
   7,  101,  1,男,63,0.5,差不多,587.16539
   8,  101,  1,男,251,0.5,差不多,535.11018
   9,  101,  1,男,63,0.5,差不多,504.12205
  10,  101,  1,男,151,0.5,差不多,492.27957
  11,  101,  1,男,63,0.5,差不多,602.77904
  12,  101,  1,男,63,0.5,差不多,486.35803
  13,  101,  1,男,18,0.5,差不多,592.62296
  14,  101,  1,女,63,0.5,差不多,506.68807
  15,  101,  1,女,18,0.5,差不多,509.12774
  16,  101,  1,女,151,0.5,差不多,635.6233
  17,  101,  1,女,63,0.5,差不多,588.46878
  18,  101,  1,女,63,0.5,差不多,600.36999
  19,  101,  1,女,63,0.5,差不多,403.96403
  20,  101,  1,女,63,0.5,差不多,478.47683
  21,  101,  1,女,63,0.5,差不多,637.36872
  22,  101,  1,女,63,0.5,差不多,546.48561
  23,  101,  1,女,63,0.5,差不多,527.91829
  24,  101,  1,女,18,0.5,差不多,666.53106
  26,  101,  1,女,5,0.5,差不多,543.2693
  27,  101,  1,女,151,0.5,差不多,590.33002
  28,  102,  1,男,251,0.518518518518518,差不多,589.05909
  29,  102,  1,男,5,0.518518518518518,差不多,465.50676
  30,  102,  1,男,63,0.518518518518518,差不多,540.0269
  31,  102,  1,男,63,0.518518518518518,差不多,483.92841
  32,  102,  1,男,63,0.518518518518518,差不多,611.91409
  33,  102,  1,男,63,0.518518518518518,差不多,547.95061
  34,  102,  1,男,151,0.518518518518518,差不多,547.1078
  35,  102,  1,男,251,0.518518518518518,差不多,660.28525
  36,  102,  1,男,63,0.518518518518518,差不多,639.19026
  37,  102,  1,男,18,0.518518518518518,差不多,546.17641
  38,  102,  1,男,5,0.518518518518518,差不多,538.49177
  39,  102,  1,男,5,0.518518518518518,差不多,597.19628
  40,  102,  1,男,251,0.518518518518518,差不多,565.33143
  41,  102,  1,女,151,0.518518518518518,差不多,663.49393
  42,  102,  1,女,63,0.518518518518518,差不多,532.34401
  43,  102,  1,女,18,0.518518518518518,差不多,562.35574
  44,  102,  1,女,5,0.518518518518518,差不多,611.70302
  45,  102,  1,女,18,0.518518518518518,差不多,518.09741
  46,  102,  1,女,5,0.518518518518518,差不多,558.39417
  47,  102,  1,女,5,0.518518518518518,差不多,626.64976
  48,  102,  1,女,251,0.518518518518518,差不多,575.60864
  49,  102,  1,女,63,0.518518518518518,差不多,521.43215
  50,  102,  1,女,151,0.518518518518518,差不多,526.58959
  51,  102,  1,女,63,0.518518518518518,差不多,439.52548
  52,  102,  1,女,18,0.518518518518518,差不多,550.92399
  53,  102,  1,女,63,0.518518518518518,差不多,643.86356
  54,  102,  1,女,5,0.518518518518518,差不多,571.88915
  55,  201,  2,男,63,0.6,差不多,575.63665
  57,  201,  2,男,63,0.6,差不多,551.84282
  58,  201,  2,男,151,0.6,差不多,579.43362
  59,  201,  2,男,63,0.6,差不多,634.14468
  60,  201,  2,男,63,0.6,差不多,574.97757
  63,  201,  2,男,5,0.6,差不多,452.56538
  64,  201,  2,女,63,0.6,差不多,616.23828
  66,  201,  2,女,63,0.6,差不多,633.45333
  67,  201,  2,女,63,0.6,差不多,603.33882
  69,  201,  2,女,251,0.6,差不多,641.78313
  70,  201,  2,女,63,0.6,差不多,591.06668
  71,  201,  2,女,63,0.6,差不多,487.95759
  72,  201,  2,女,251,0.6,差不多,626.23864
  73,  201,  2,女,251,0.6,差不多,559.95789
  74,  201,  2,女,63,0.6,差不多,584.52402
  95,  401,  4,男,151,0.5,差不多,396.93945
  96,  401,  4,男,151,0.5,差不多,656.21125
  97,  401,  4,男,151,0.5,差不多,568.01066
  98,  401,  4,男,151,0.5,差不多,606.3717
  99,  401,  4,男,5,0.5,差不多,504.68628
 100,  401,  4,男,151,0.5,差不多,566.78657
 101,  401,  4,男,5,0.5,差不多,507.74388
 102,  401,  4,男,18,0.5,差不多,674.08461
 103,  401,  4,男,151,0.5,差不多,552.50751
 104,  401,  4,男,63,0.5,差不多,534.52606
 105,  401,  4,男,63,0.5,差不多,648.28232
 106,  401,  4,男,251,0.5,差不多,598.36762
 107,  401,  4,男,5,0.5,差不多,582.34314
 108,  401,  4,女,18,0.5,差不多,514.22278
 109,  401,  4,女,5,0.5,差不多,579.22323
 110,  401,  4,女,18,0.5,差不多,546.03605
 111,  401,  4,女,18,0.5,差不多,492.83037
 112,  401,  4,女,63,0.5,差不多,661.76831
 113,  401,  4,女,63,0.5,差不多,699.01394
 114,  401,  4,女,63,0.5,差不多,560.35578
 115,  401,  4,女,5,0.5,差不多,582.36632
 116,  401,  4,女,5,0.5,差不多,573.83318
 117,  401,  4,女,63,0.5,差不多,638.27741
 118,  401,  4,女,251,0.5,差不多,582.34401
 119,  401,  4,女,18,0.5,差不多,509.88014
 120,  401,  4,女,5,0.5,差不多,476.52517
 121,  501,  5,男,5,0.52,富有多,502.25124
 122,  501,  5,男,251,0.52,富有多,586.16947
 123,  501,  5,男,63,0.52,富有多,596.03257
 124,  501,  5,男,251,0.52,富有多,592.64721
 126,  501,  5,男,5,0.52,富有多,577.04167
 127,  501,  5,男,63,0.52,富有多,610.84127
 128,  501,  5,男,63,0.52,富有多,574.4599
 129,  501,  5,男,18,0.52,富有多,467.12265
 130,  501,  5,男,5,0.52,富有多,431.03136
 131,  501,  5,男,18,0.52,富有多,565.83122
 132,  501,  5,男,151,0.52,富有多,501.39307
 133,  501,  5,男,251,0.52,富有多,578.28391
 134,  501,  5,女,63,0.52,富有多,497.335
 135,  501,  5,女,251,0.52,富有多,613.48785
 136,  501,  5,女,63,0.52,富有多,623.68344
 137,  501,  5,女,18,0.52,富有多,591.62201
 138,  501,  5,女,63,0.52,富有多,617.77843
 139,  501,  5,女,63,0.52,富有多,521.50054
 140,  501,  5,女,63,0.52,富有多,521.88722
 141,  501,  5,女,18,0.52,富有多,545.98649
 142,  501,  5,女,151,0.52,富有多,580.96237
 143,  501,  5,女,63,0.52,富有多,620.57609
 144,  501,  5,女,5,0.52,富有多,603.43639
 145,  501,  5,女,151,0.52,富有多,545.16271
 146,  501,  5,女,5,0.52,富有多,547.54297
 147,  601,  6,男,5,0.56,差不多,499.44663
 148,  601,  6,男,18,0.56,差不多,570.50577
 149,  601,  6,男,18,0.56,差不多,564.18684
 150,  601,  6,男,63,0.56,差不多,548.15463
 151,  601,  6,男,5,0.56,差不多,612.19866
 152,  601,  6,男,18,0.56,差不多,468.30307
 153,  601,  6,男,5,0.56,差不多,525.67733
 154,  601,  6,男,5,0.56,差不多,548.74581
 155,  601,  6,男,18,0.56,差不多,618.18868
 156,  601,  6,男,18,0.56,差不多,480.81575
 157,  601,  6,男,18,0.56,差不多,459.98881
 158,  601,  6,女,5,0.56,差不多,486.98708
 159,  601,  6,女,18,0.56,差不多,457.89081
 160,  601,  6,女,5,0.56,差不多,507.68708
 161,  601,  6,女,63,0.56,差不多,627.06707
 162,  601,  6,女,151,0.56,差不多,588.83083
 163,  601,  6,女,18,0.56,差不多,566.7772
 164,  601,  6,女,151,0.56,差不多,492.35086
 165,  601,  6,女,63,0.56,差不多,493.2667
 166,  601,  6,女,151,0.56,差不多,551.34428
 167,  601,  6,女,63,0.56,差不多,556.25985
 168,  601,  6,女,18,0.56,差不多,526.66668
 169,  601,  6,女,63,0.56,差不多,635.61335
 170,  601,  6,女,63,0.56,差不多,546.9687
 171,  601,  6,女,18,0.56,差不多,656.40261
 172,  701,  7,男,151,0.4,差不多,656.53784
 173,  701,  7,男,5,0.4,差不多,583.24961
 174,  701,  7,男,18,0.4,差不多,572.32277
 175,  701,  7,男,251,0.4,差不多,699.10948
 176,  701,  7,男,251,0.4,差不多,625.27141
 177,  701,  7,男,18,0.4,差不多,517.44315
 178,  701,  7,男,151,0.4,差不多,529.4171
 179,  701,  7,男,63,0.4,差不多,550.91732
 180,  701,  7,男,18,0.4,差不多,592.35992
 181,  701,  7,女,63,0.4,差不多,639.5496
 182,  701,  7,女,5,0.4,差不多,557.97986
 183,  701,  7,女,63,0.4,差不多,626.09742
 184,  701,  7,女,63,0.4,差不多,600.82912
 185,  701,  7,女,251,0.4,差不多,619.3636
 186,  701,  7,女,18,0.4,差不多,500.15179
 187,  801,  8,男,18,0.416666666666667,差不多,581.2625
 188,  801,  8,男,5,0.416666666666667,差不多,528.80854
 189,  801,  8,男,151,0.416666666666667,差不多,612.72647
 190,  801,  8,男,5,0.416666666666667,差不多,602.99774
 191,  801,  8,男,63,0.416666666666667,差不多,625.56661
 192,  801,  8,男,63,0.416666666666667,差不多,560.08501
 193,  801,  8,男,5,0.416666666666667,差不多,480.08238
 194,  801,  8,男,151,0.416666666666667,差不多,631.13498
 195,  801,  8,男,151,0.416666666666667,差不多,498.95369
 196,  801,  8,男,151,0.416666666666667,差不多,650.94455
 197,  801,  8,男,5,0.416666666666667,差不多,497.14297
 198,  801,  8,男,5,0.416666666666667,差不多,554.4924
 199,  801,  8,男,151,0.416666666666667,差不多,614.56975
 200,  801,  8,男,18,0.416666666666667,差不多,659.16964
 201,  801,  8,女,18,0.416666666666667,差不多,455.64752
 202,  801,  8,女,251,0.416666666666667,差不多,705.71705
 203,  801,  8,女,151,0.416666666666667,差不多,657.26261
 204,  801,  8,女,151,0.416666666666667,差不多,488.66227
 205,  801,  8,女,63,0.416666666666667,差不多,659.88775
 206,  801,  8,女,18,0.416666666666667,差不多,512.29836
 207,  801,  8,女,5,0.416666666666667,差不多,592.65648
 208,  801,  8,女,151,0.416666666666667,差不多,671.93521
 209,  801,  8,女,63,0.416666666666667,差不多,575.53426
 210,  801,  8,女,5,0.416666666666667,差不多,537.00166
 211,  901,  9,男,251,0.428571428571429,富有多,631.56562
 212,  901,  9,男,18,0.428571428571429,富有多,541.38449
 213,  901,  9,男,63,0.428571428571429,富有多,545.93356
 214,  901,  9,男,63,0.428571428571429,富有多,516.76446
 215,  901,  9,男,251,0.428571428571429,富有多,595.31504
 216,  901,  9,男,5,0.428571428571429,富有多,563.37407
 217,  901,  9,男,63,0.428571428571429,富有多,523.705
 218,  901,  9,男,251,0.428571428571429,富有多,669.40252
 219,  901,  9,男,151,0.428571428571429,富有多,646.84157
 220,  901,  9,男,251,0.428571428571429,富有多,552.74939
 221,  901,  9,男,151,0.428571428571429,富有多,648.42007
 222,  901,  9,男,251,0.428571428571429,富有多,593.88491
 223,  901,  9,男,18,0.428571428571429,富有多,518.67033
 224,  901,  9,男,63,0.428571428571429,富有多,591.52513
 225,  901,  9,男,63,0.428571428571429,富有多,600.40998
 226,  901,  9,女,5,0.428571428571429,富有多,551.72961
 227,  901,  9,女,151,0.428571428571429,富有多,607.46538
 228,  901,  9,女,63,0.428571428571429,富有多,449.51271
 229,  901,  9,女,18,0.428571428571429,富有多,531.41291
 230,  901,  9,女,251,0.428571428571429,富有多,521.53348
 231,  901,  9,女,151,0.428571428571429,富有多,630.71276
 232,  901,  9,女,5,0.428571428571429,富有多,547.00077
 233,  901,  9,女,251,0.428571428571429,富有多,560.54154
 234,  901,  9,女,63,0.428571428571429,富有多,568.5885
 235,  901,  9,女,5,0.428571428571429,富有多,467.16843
 236,  901,  9,女,151,0.428571428571429,富有多,559.19728
 237,  901,  9,女,151,0.428571428571429,富有多,491.58754
 238,  901,  9,男,151,0.428571428571429,富有多,581.19672
 239, 1001, 10,男,251,0.458333333333333,差不多,641.76835
 240, 1001, 10,男,63,0.458333333333333,差不多,587.30236
 241, 1001, 10,男,18,0.458333333333333,差不多,401.97972
 242, 1001, 10,男,251,0.458333333333333,差不多,528.58511
 243, 1001, 10,男,151,0.458333333333333,差不多,555.86331
 244, 1001, 10,男,18,0.458333333333333,差不多,464.73446
 245, 1001, 10,男,18,0.458333333333333,差不多,499.91976
 246, 1001, 10,男,5,0.458333333333333,差不多,499.6944
 247, 1001, 10,男,5,0.458333333333333,差不多,533.25396
 248, 1001, 10,男,5,0.458333333333333,差不多,554.42072
 249, 1001, 10,男,5,0.458333333333333,差不多,511.47902
 250, 1001, 10,男,151,0.458333333333333,差不多,555.92716
 251, 1001, 10,男,251,0.458333333333333,差不多,604.56214
 252, 1001, 10,女,63,0.458333333333333,差不多,557.59019
 253, 1001, 10,女,18,0.458333333333333,差不多,452.77548
 254, 1001, 10,女,5,0.458333333333333,差不多,572.75389
 255, 1001, 10,女,63,0.458333333333333,差不多,455.5459
 256, 1001, 10,女,18,0.458333333333333,差不多,370.34622
 257, 1001, 10,女,18,0.458333333333333,差不多,546.02813
 258, 1001, 10,女,18,0.458333333333333,差不多,598.50054
 259, 1001, 10,女,251,0.458333333333333,差不多,531.97018
 260, 1001, 10,女,63,0.458333333333333,差不多,557.22389
 261, 1001, 10,女,18,0.458333333333333,差不多,503.38317
 262, 1001, 10,女,63,0.458333333333333,差不多,518.94061
 263, 1101, 11,男,18,0.44,差不多,538.62904
 264, 1101, 11,男,151,0.44,差不多,538.85208
 265, 1101, 11,男,151,0.44,差不多,612.92817
 266, 1101, 11,男,251,0.44,差不多,636.65998
 267, 1101, 11,男,63,0.44,差不多,577.55218
 268, 1101, 11,男,251,0.44,差不多,614.59274
 270, 1101, 11,男,63,0.44,差不多,511.69405
 271, 1101, 11,男,18,0.44,差不多,610.71019
 272, 1101, 11,男,5,0.44,差不多,597.72698
 273, 1101, 11,男,251,0.44,差不多,532.30112
 275, 1101, 11,男,151,0.44,差不多,577.03017
 276, 1101, 11,男,63,0.44,差不多,624.62479
 277, 1101, 11,男,251,0.44,差不多,582.53063
 278, 1101, 11,男,5,0.44,差不多,444.90374
 279, 1101, 11,女,63,0.44,差不多,649.64241
 280, 1101, 11,女,251,0.44,差不多,594.55346
 281, 1101, 11,女,251,0.44,差不多,574.34302
 282, 1101, 11,女,251,0.44,差不多,520.73819
 283, 1101, 11,女,251,0.44,差不多,543.10441
 284, 1101, 11,女,63,0.44,差不多,586.072
 285, 1101, 11,女,63,0.44,差不多,627.00302
 286, 1101, 11,女,63,0.44,差不多,500.55354
 287, 1101, 11,女,151,0.44,差不多,667.08852
 288, 1101, 11,女,63,0.44,差不多,644.87252
 289, 1101, 11,女,63,0.44,差不多,588.62488
 290, 1102, 11,男,63,0.44,差不多,436.21662
 291, 1102, 11,男,151,0.44,差不多,616.91977
 292, 1102, 11,男,251,0.44,差不多,593.43757
 293, 1102, 11,男,151,0.44,差不多,588.86531
 294, 1102, 11,男,63,0.44,差不多,593.26813
 295, 1102, 11,男,251,0.44,差不多,528.80892
 296, 1102, 11,男,18,0.44,差不多,625.6749
 297, 1102, 11,男,251,0.44,差不多,553.36085
 298, 1102, 11,男,251,0.44,差不多,516.89641
 299, 1102, 11,男,251,0.44,差不多,413.64031
 300, 1102, 11,男,18,0.44,差不多,652.83216
 301, 1102, 11,男,151,0.44,差不多,461.00715
 302, 1102, 11,男,251,0.44,差不多,576.82171
 303, 1102, 11,男,63,0.44,差不多,572.51394
 304, 1102, 11,女,151,0.44,差不多,587.88784
 305, 1102, 11,女,251,0.44,差不多,598.89089
 306, 1102, 11,女,63,0.44,差不多,572.0098
 307, 1102, 11,女,251,0.44,差不多,688.37053
 308, 1102, 11,女,18,0.44,差不多,584.89747
 309, 1102, 11,女,251,0.44,差不多,503.61887
 310, 1102, 11,女,5,0.44,差不多,464.89626
 311, 1102, 11,女,251,0.44,差不多,615.36542
 312, 1102, 11,女,63,0.44,差不多,604.21149
 313, 1102, 11,女,251,0.44,差不多,531.49946
 314, 1102, 11,女,251,0.44,差不多,630.17451
 315, 1201, 12,男,5,0.416666666666667,差不多,504.90372
 316, 1201, 12,男,251,0.416666666666667,差不多,636.41298
 317, 1201, 12,男,5,0.416666666666667,差不多,632.85143
 318, 1201, 12,男,151,0.416666666666667,差不多,670.86771
 319, 1201, 12,男,18,0.416666666666667,差不多,569.95932
 320, 1201, 12,男,63,0.416666666666667,差不多,588.26786
 321, 1201, 12,男,18,0.416666666666667,差不多,518.78335
 322, 1201, 12,男,63,0.416666666666667,差不多,568.18173
 323, 1201, 12,男,251,0.416666666666667,差不多,585.53946
 324, 1201, 12,男,63,0.416666666666667,差不多,467.37535
 325, 1201, 12,男,251,0.416666666666667,差不多,561.71288
 326, 1201, 12,男,5,0.416666666666667,差不多,534.07253
 327, 1201, 12,男,5,0.416666666666667,差不多,441.67893
 328, 1201, 12,女,151,0.416666666666667,差不多,591.30073
 329, 1201, 12,女,5,0.416666666666667,差不多,561.59126
 330, 1201, 12,女,63,0.416666666666667,差不多,608.02787
 331, 1201, 12,女,63,0.416666666666667,差不多,582.27706
 332, 1201, 12,女,63,0.416666666666667,差不多,587.42765
 333, 1201, 12,女,63,0.416666666666667,差不多,632.7103
 334, 1201, 12,女,151,0.416666666666667,差不多,523.21988
 335, 1201, 12,女,18,0.416666666666667,差不多,480.46761
 336, 1201, 12,女,18,0.416666666666667,差不多,485.94894
 337, 1201, 12,女,63,0.416666666666667,差不多,519.72759
 338, 1201, 12,男,5,0.416666666666667,差不多,445.54206
 339, 1301, 13,男,5,0.5,弱勢多,517.3139
 340, 1301, 13,男,63,0.5,弱勢多,598.53493
 341, 1301, 13,男,63,0.5,弱勢多,619.13824
 342, 1301, 13,男,18,0.5,弱勢多,624.19744
 343, 1301, 13,男,18,0.5,弱勢多,588.35644
 344, 1301, 13,男,5,0.5,弱勢多,459.14706
 345, 1301, 13,男,5,0.5,弱勢多,410.36285
 346, 1301, 13,男,151,0.5,弱勢多,524.13215
 347, 1301, 13,男,5,0.5,弱勢多,499.33477
 348, 1301, 13,男,5,0.5,弱勢多,560.01121
 349, 1301, 13,男,251,0.5,弱勢多,665.31934
 350, 1301, 13,女,18,0.5,弱勢多,562.47861
 351, 1301, 13,女,63,0.5,弱勢多,576.28096
 352, 1301, 13,女,5,0.5,弱勢多,516.19115
 353, 1301, 13,女,63,0.5,弱勢多,535.73072
 354, 1301, 13,女,18,0.5,弱勢多,549.56727
 355, 1301, 13,女,5,0.5,弱勢多,581.22763
 356, 1301, 13,女,5,0.5,弱勢多,593.34261
 357, 1301, 13,女,63,0.5,弱勢多,628.81461
 358, 1301, 13,女,151,0.5,弱勢多,516.38908
 359, 1301, 13,女,18,0.5,弱勢多,573.65621
 360, 1301, 13,女,18,0.5,弱勢多,507.71181
 361, 1401, 14,男,151,0.521739130434783,富有多,433.06377
 362, 1401, 14,男,63,0.521739130434783,富有多,614.39027
 363, 1401, 14,男,5,0.521739130434783,富有多,572.47752
 364, 1401, 14,男,251,0.521739130434783,富有多,637.80785
 365, 1401, 14,男,251,0.521739130434783,富有多,589.97068
 366, 1401, 14,男,63,0.521739130434783,富有多,560.15795
 367, 1401, 14,男,251,0.521739130434783,富有多,529.12074
 368, 1401, 14,男,151,0.521739130434783,富有多,617.30858
 369, 1401, 14,男,251,0.521739130434783,富有多,560.42736
 370, 1401, 14,男,251,0.521739130434783,富有多,551.36032
 371, 1401, 14,男,251,0.521739130434783,富有多,647.69742
 372, 1401, 14,女,18,0.521739130434783,富有多,620.43709
 373, 1401, 14,女,151,0.521739130434783,富有多,487.04436
 374, 1401, 14,女,63,0.521739130434783,富有多,671.39234
 375, 1401, 14,女,151,0.521739130434783,富有多,596.87538
 376, 1401, 14,女,151,0.521739130434783,富有多,564.07846
 377, 1401, 14,女,18,0.521739130434783,富有多,582.85945
 378, 1401, 14,女,63,0.521739130434783,富有多,647.67713
 379, 1401, 14,女,63,0.521739130434783,富有多,720.4222
 380, 1401, 14,女,151,0.521739130434783,富有多,657.69972
 381, 1401, 14,女,63,0.521739130434783,富有多,527.67593
 382, 1401, 14,女,63,0.521739130434783,富有多,626.32442
 383, 1401, 14,女,151,0.521739130434783,富有多,641.1907
 384, 1501, 15,男,63,0.379310344827586,差不多,567.18948
 385, 1501, 15,男,5,0.379310344827586,差不多,513.48323
 386, 1501, 15,男,251,0.379310344827586,差不多,590.73544
 387, 1501, 15,男,63,0.379310344827586,差不多,546.08956
 388, 1501, 15,男,151,0.379310344827586,差不多,655.42436
 389, 1501, 15,男,151,0.379310344827586,差不多,692.11475
 390, 1501, 15,男,18,0.379310344827586,差不多,561.38618
 391, 1501, 15,男,5,0.379310344827586,差不多,563.91337
 392, 1501, 15,男,151,0.379310344827586,差不多,550.24007
 393, 1501, 15,男,251,0.379310344827586,差不多,649.04158
 394, 1501, 15,男,18,0.379310344827586,差不多,499.72811
 395, 1501, 15,男,63,0.379310344827586,差不多,591.18317
 396, 1501, 15,男,5,0.379310344827586,差不多,476.41997
 397, 1501, 15,男,151,0.379310344827586,差不多,586.23341
 398, 1501, 15,男,151,0.379310344827586,差不多,626.66763
 399, 1501, 15,男,63,0.379310344827586,差不多,529.58702
 400, 1501, 15,男,5,0.379310344827586,差不多,484.91313
 401, 1501, 15,男,151,0.379310344827586,差不多,583.40175
 402, 1501, 15,女,18,0.379310344827586,差不多,578.25686
 403, 1501, 15,女,251,0.379310344827586,差不多,569.68402
 404, 1501, 15,女,151,0.379310344827586,差不多,547.07322
 405, 1501, 15,女,63,0.379310344827586,差不多,604.94901
 406, 1501, 15,女,151,0.379310344827586,差不多,629.91273
 407, 1501, 15,女,251,0.379310344827586,差不多,588.9395
 408, 1501, 15,女,151,0.379310344827586,差不多,547.69492
 409, 1501, 15,女,18,0.379310344827586,差不多,664.63166
 410, 1501, 15,女,18,0.379310344827586,差不多,594.862
 411, 1501, 15,女,63,0.379310344827586,差不多,583.94733
 412, 1501, 15,女,63,0.379310344827586,差不多,642.08539
 413, 1601, 16,男,63,0.5,差不多,532.90003
 414, 1601, 16,男,63,0.5,差不多,623.0828
 415, 1601, 16,男,151,0.5,差不多,549.6603
 416, 1601, 16,男,5,0.5,差不多,497.83567
 417, 1601, 16,男,63,0.5,差不多,658.40449
 418, 1601, 16,男,18,0.5,差不多,597.85266
 419, 1601, 16,男,5,0.5,差不多,587.36554
 420, 1601, 16,男,63,0.5,差不多,487.37984
 421, 1601, 16,男,5,0.5,差不多,556.17001
 422, 1601, 16,男,63,0.5,差不多,369.98108
 423, 1601, 16,男,18,0.5,差不多,452.65541
 425, 1601, 16,男,251,0.5,差不多,499.83205
 426, 1601, 16,女,251,0.5,差不多,636.01597
 427, 1601, 16,女,18,0.5,差不多,609.33396
 428, 1601, 16,女,18,0.5,差不多,579.92472
 429, 1601, 16,女,5,0.5,差不多,508.48247
 430, 1601, 16,女,18,0.5,差不多,565.55186
 431, 1601, 16,女,151,0.5,差不多,656.78194
 432, 1601, 16,女,18,0.5,差不多,604.47607
 433, 1601, 16,女,151,0.5,差不多,603.59036
 434, 1601, 16,女,63,0.5,差不多,543.7548
 435, 1601, 16,女,63,0.5,差不多,546.06271
 436, 1601, 16,女,63,0.5,差不多,554.17276
 437, 1601, 16,女,5,0.5,差不多,507.28977
 438, 1701, 17,男,5,0.444444444444444,弱勢多,599.28684
 439, 1701, 17,男,5,0.444444444444444,弱勢多,501.04116
 440, 1701, 17,男,18,0.444444444444444,弱勢多,597.18845
 441, 1701, 17,男,18,0.444444444444444,弱勢多,503.79767
 442, 1701, 17,男,5,0.444444444444444,弱勢多,541.71408
 443, 1701, 17,男,18,0.444444444444444,弱勢多,550.70577
 444, 1701, 17,男,151,0.444444444444444,弱勢多,555.71436
 445, 1701, 17,男,5,0.444444444444444,弱勢多,406.52126
 446, 1701, 17,男,5,0.444444444444444,弱勢多,566.08073
 447, 1701, 17,男,5,0.444444444444444,弱勢多,609.31629
 448, 1701, 17,女,18,0.444444444444444,弱勢多,605.11042
 449, 1701, 17,女,63,0.444444444444444,弱勢多,587.03266
 450, 1701, 17,女,5,0.444444444444444,弱勢多,427.09742
 451, 1701, 17,女,5,0.444444444444444,弱勢多,519.54975
 452, 1701, 17,女,5,0.444444444444444,弱勢多,474.6589
 453, 1701, 17,女,18,0.444444444444444,弱勢多,638.98876
 454, 1701, 17,女,5,0.444444444444444,弱勢多,369.18927
 455, 1701, 17,女,251,0.444444444444444,弱勢多,546.66133
 456, 1801, 18,男,63,0.458333333333333,差不多,615.57311
 457, 1801, 18,男,63,0.458333333333333,差不多,479.05255
 458, 1801, 18,男,5,0.458333333333333,差不多,618.13555
 459, 1801, 18,男,18,0.458333333333333,差不多,548.05455
 460, 1801, 18,男,18,0.458333333333333,差不多,543.19318
 461, 1801, 18,男,251,0.458333333333333,差不多,578.08521
 462, 1801, 18,男,5,0.458333333333333,差不多,617.76355
 463, 1801, 18,男,151,0.458333333333333,差不多,493.0139
 464, 1801, 18,男,18,0.458333333333333,差不多,614.60616
 465, 1801, 18,男,63,0.458333333333333,差不多,552.36426
 466, 1801, 18,男,251,0.458333333333333,差不多,574.30911
 467, 1801, 18,男,18,0.458333333333333,差不多,587.22692
 468, 1801, 18,男,63,0.458333333333333,差不多,573.23726
 469, 1801, 18,女,5,0.458333333333333,差不多,483.70189
 470, 1801, 18,女,63,0.458333333333333,差不多,552.88356
 471, 1801, 18,女,151,0.458333333333333,差不多,567.84132
 472, 1801, 18,女,63,0.458333333333333,差不多,513.68193
 473, 1801, 18,女,63,0.458333333333333,差不多,615.27134
 474, 1801, 18,女,5,0.458333333333333,差不多,635.9043
 475, 1801, 18,女,5,0.458333333333333,差不多,445.8845
 476, 1801, 18,女,18,0.458333333333333,差不多,527.37377
 477, 1801, 18,女,63,0.458333333333333,差不多,556.53756
 478, 1801, 18,女,63,0.458333333333333,差不多,564.59313
 479, 1801, 18,女,63,0.458333333333333,差不多,568.48679
 480, 1901, 19,男,63,0.533333333333333,富有多,610.60625
 481, 1901, 19,男,63,0.533333333333333,富有多,579.78803
 483, 1901, 19,男,18,0.533333333333333,富有多,602.27741
 484, 1901, 19,男,18,0.533333333333333,富有多,474.66837
 485, 1901, 19,男,251,0.533333333333333,富有多,644.70521
 486, 1901, 19,男,5,0.533333333333333,富有多,560.46696
 487, 1901, 19,男,151,0.533333333333333,富有多,652.23519
 488, 1901, 19,男,63,0.533333333333333,富有多,563.18107
 489, 1901, 19,男,63,0.533333333333333,富有多,631.69477
 490, 1901, 19,男,18,0.533333333333333,富有多,562.57376
 491, 1901, 19,男,63,0.533333333333333,富有多,555.96686
 492, 1901, 19,男,63,0.533333333333333,富有多,552.92491
 493, 1901, 19,男,63,0.533333333333333,富有多,568.61149
 494, 1901, 19,男,251,0.533333333333333,富有多,585.57491
 495, 1901, 19,女,18,0.533333333333333,富有多,558.90382
 496, 1901, 19,女,151,0.533333333333333,富有多,579.96597
 497, 1901, 19,女,151,0.533333333333333,富有多,517.28328
 498, 1901, 19,女,18,0.533333333333333,富有多,552.4681
 499, 1901, 19,女,63,0.533333333333333,富有多,596.28797
 500, 1901, 19,女,251,0.533333333333333,富有多,649.93385
 501, 1901, 19,女,151,0.533333333333333,富有多,527.90139
 502, 1901, 19,女,18,0.533333333333333,富有多,546.11478
 503, 1901, 19,女,18,0.533333333333333,富有多,579.04413
 504, 1901, 19,女,151,0.533333333333333,富有多,653.717
 505, 1901, 19,女,18,0.533333333333333,富有多,615.25453
 506, 1901, 19,女,63,0.533333333333333,富有多,583.84436
 507, 1901, 19,女,63,0.533333333333333,富有多,559.89394
 508, 1901, 19,女,63,0.533333333333333,富有多,506.5593
 509, 1901, 19,女,63,0.533333333333333,富有多,596.74237
 510, 1901, 19,女,251,0.533333333333333,富有多,588.82155
 511, 2001, 20,男,18,0.52,差不多,503.59463
 512, 2001, 20,男,5,0.52,差不多,573.31754
 513, 2001, 20,男,5,0.52,差不多,616.44055
 514, 2001, 20,男,18,0.52,差不多,487.24412
 515, 2001, 20,男,63,0.52,差不多,455.57691
 516, 2001, 20,男,63,0.52,差不多,611.34493
