"性別" "數學" "數學興趣" "數學評價" "數學信心" "科學" "科學興趣" "科學評價" "科學信心" "教育資源" "父母教育"
"女" 441.71307 8.16805 6.7011 6.95612 425.41479 8.09896 6.99286 4.91876 9.03613 "高中"
"女" 704.5266 10.05658 8.34615 10.35323 551.01434 9.11856 8.81725 8.87381 10.84499 "專科"
"女" 466.29891 11.14859 7.30474 10.53263 435.13917 3.8465 7.61946 6.313 10.23835 "大學以上"
"女" 597.3254 9.86638 6.25944 9.22591 596.91611 9.34076 7.81751 9.61581 10.84499 "大學以上"
"女" 428.20511 9.68014 3.03682 3.27793 338.15773 6.88421 4.2834 8.87381 8.3581 "高中"
"女" 633.15961 9.86638 7.91135 10.84951 608.97256 8.09896 8.41123 8.87381 13.51543 "大學以上"
"女" 605.87457 9.4964 7.70526 8.76168 576.05973 8.09896 7.81751 8.36075 10.84499 "高中"
"女" 682.01439 10.67004 9.35676 10.35323 612.69563 9.11856 9.23574 7.1526 9.64761 "大學以上"
"女" 562.13125 9.13133 7.30474 7.34181 553.6569 8.69661 8.01452 6.76777 8.3581 "初中"
"女" 590.43641 10.25252 8.12441 9.22591 573.2667 8.69661 6.99286 5.74112 10.23835 "高中"
"女" 719.63103 10.05658 7.70526 10.35323 633.55934 9.11856 8.41123 8.62122 10.23835 "專科"
"女" 489.50731 7.95043 7.10653 7.678 507.3736 8.49394 7.41821 8.62122 9.03613 "高中"
"女" 583.2618 10.89898 7.70526 10.84951 569.65631 7.71018 7.81751 8.36075 10.23835 "大學以上"
"女" 743.32515 10.89898 9.08085 11.12082 702.03244 9.57219 9.89532 9.86849 13.51543 "大學以上"
"女" 582.86493 7.13627 7.50425 3.27793 584.87663 7.71018 7.81751 3.24992 10.23835 "高中"
"女" 703.7959 9.86638 8.82228 11.12082 618.64624 9.57219 10.38161 8.08863 12.25657 "大學以上"
"男" 644.90106 12.72711 11.3019 11.75008 558.87491 9.81723 9.89532 9.61581 12.25657 "大學以上"
"男" 722.3946 10.89898 8.34615 10.84951 657.93191 10.07979 8.81725 10.4058 12.25657 "大學以上"
"男" 662.30972 9.31385 8.57829 9.6723 629.26578 12.1963 10.13091 11.39185 10.23835 "大學以上"
"男" 618.05474 10.05658 10.34734 9.89515 544.73837 9.57219 11.35416 8.08863 11.48712 "大學以上"
"男" 750.63228 11.14859 11.3019 11.75008 681.72574 10.68878 9.89532 10.13014 11.48712 "大學以上"
"男" 569.32157 11.14859 8.34615 10.84951 586.16599 8.295 7.81751 8.08863 10.23835 "高中"
"男" 307.01269 8.10683 5.39638 6.49606 358.87607 6.88421 9.23574 9.61581 7.56439 "高中"
"男" 749.8224 11.42832 8.12441 11.41779 677.66882 7.71018 7.41821 3.24992 9.03613 "專科"
"男" 628.98753 8.94763 7.70526 8.51577 581.65044 10.68878 8.21205 9.36803 12.25657 "大學以上"
"男" 623.92942 10.05658 8.57829 10.35323 548.48609 8.295 8.81725 8.36075 10.23835 "高中"
"男" 613.86473 8.57095 7.30474 7.34181 565.3909 8.69661 8.21205 7.49248 10.23835 "高中"
"女" 540.62445 6.198 6.7011 5.90622 513.51259 7.51243 6.50215 5.74112 9.64761 "高中"
"女" 705.07179 11.14859 7.91135 9.22591 605.66533 8.90441 8.81725 9.36803 11.48712 "大學以上"
"女" 759.01708 9.86638 7.70526 10.12116 653.20833 8.69661 9.02481 8.87381 11.48712 "大學以上"
"女" 684.5754 9.68014 12.04145 10.35323 649.07385 9.11856 12.9367 9.36803 10.23835 "大學以上"
"女" 607.86857 9.4964 7.70526 8.51577 600.49731 8.90441 8.6128 8.08863 9.03613 "高中"
"女" 715.79323 11.75478 10.77308 11.12082 620.25271 9.34076 9.23574 8.08863 9.64761 "專科"
"女" 582.9892 8.94763 6.25944 6.95612 484.90169 8.09896 6.99286 3.24992 8.3581 "初中"
"女" 582.91771 8.57095 7.91135 8.99736 564.51725 8.49394 8.41123 8.87381 9.64761 "高中"
"女" 726.84261 6.74882 7.30474 8.76168 731.10999 6.64332 8.21205 8.36075 10.84499 "大學以上"
"女" 387.94004 10.67004 9.35676 7.97991 359.92658 9.81723 8.41123 6.76777 9.03613 "高中"
"女" 718.59299 9.31385 8.12441 10.84951 635.89269 8.295 8.21205 8.62122 10.84499 "大學以上"
"男" 657.57041 8.16805 8.12441 9.6723 564.74924 7.9045 9.23574 8.08863 9.64761 "大學以上"
"男" 651.02561 8.76139 7.30474 9.89515 642.89184 8.09896 8.41123 9.12286 7.56439 "初中"
"男" 596.71842 6.74882 7.50425 5.90622 552.43975 8.09896 8.41123 8.08863 8.3581 "高中"
"男" 521.25507 8.57095 7.30474 8.25602 524.47737 8.09896 7.61946 8.08863 12.25657 "大學以上"
"男" 527.2274 7.71308 7.70526 8.51577 502.42559 12.1963 10.38161 9.86849 10.23835 "高中"
"男" 530.65586 9.4964 11.3019 7.97991 497.82179 7.71018 11.88785 7.49248 9.64761 "高中"
"男" 512.8569 8.57095 7.70526 7.97991 439.29725 7.9045 7.81751 8.36075 8.3581 "初中"
"男" 544.55456 5.09484 6.48714 8.25602 583.58797 9.81723 7.61946 9.36803 9.64761 "專科"
"男" 607.71691 12.15847 8.34615 8.76168 517.77277 7.71018 7.61946 8.08863 10.23835 "大學以上"
"男" 738.22116 11.14859 8.12441 11.75008 703.67914 11.533 9.6695 13.18921 9.03613 "初中"
"男" 673.91609 13.84849 13.48293 15.85188 644.46423 8.295 10.38161 9.12286 10.23835 "大學以上"
"男" 720.91282 5.09484 7.70526 11.41779 609.1285 8.49394 8.01452 9.86849 9.64761 "高中"
"女" 448.52289 7.95043 8.34615 7.97991 464.8693 8.90441 9.45051 9.12286 9.03613 "高中"
"女" 528.23704 5.09484 5.39638 10.59469 483.50965 6.06022 4.2834 7.49248 10.84499 "大學以上"
"女" 433.34296 5.09484 4.96949 6.49606 412.25642 5.65807 4.2834 7.49248 9.38498 "初中"
"女" 509.88009 8.57095 6.7011 9.22591 485.08751 9.81723 9.02481 8.87381 8.3581 "高中"
"女" 512.1095 5.09484 3.03682 5.04751 499.89234 7.9045 6.20452 8.36075 8.3581 "初中"
"女" 736.26323 10.25252 8.34615 10.59469 650.10796 8.69661 8.6128 7.80038 10.23835 "專科"
"女" 474.06548 5.09484 4.96949 7.678 427.92327 6.06022 5.83503 6.313 9.64761 "大學以上"
"女" 586.77177 7.13627 6.25944 7.678 567.38982 7.71018 6.50215 6.76777 9.03613 "高中"
"女" 406.32416 6.74882 6.48714 5.90622 416.15845 7.10319 7.21074 6.313 9.64761 "高中"
"女" 464.32895 5.09484 6.25944 7.678 450.51495 6.88421 7.41821 7.1526 9.64761 "大學以上"
"女" 665.08164 7.44727 7.70526 9.89515 523.35592 6.88421 8.41123 3.24992 9.64761 "高中"
"女" 589.27522 8.37412 8.57829 8.76168 568.48638 8.90441 9.45051 9.12286 8.3581 "高中"
"女" 551.3597 8.76139 7.10653 8.51577 512.69883 8.90441 7.81751 9.61581 9.03613 "高中"
"男" 739.88879 8.94763 8.57829 11.12082 679.23714 9.57219 12.9367 14.84182 12.25657 "專科"
"女" 550.38836 5.09484 6.90631 6.95612 529.2042 9.57219 8.41123 7.49248 9.64761 "高中"
"女" 544.76679 8.76139 7.30474 6.49606 588.6004 8.09896 7.61946 8.87381 9.64761 "高中"
"女" 621.35927 8.57095 6.01079 9.22591 598.02348 8.69661 8.21205 8.62122 12.25657 "大學以上"
"女" 608.16767 8.57095 8.57829 7.34181 625.19048 8.09896 9.6695 5.74112 12.25657 "專科"
"女" 672.3626 9.31385 10.34734 8.99736 650.73741 7.71018 10.38161 8.62122 12.25657 "大學以上"
"女" 605.34152 5.09484 7.50425 3.27793 581.49683 9.11856 8.81725 10.4058 10.84499 "專科"
"女" 473.23879 8.16805 7.30474 3.27793 510.60467 8.09896 8.41123 8.08863 9.03613 "高中"
"女" 524.25616 6.74882 7.10653 6.49606 429.39345 7.51243 6.99286 8.08863 9.64761 "高中"
"女" 633.23968 9.68014 8.57829 7.678 615.50808 8.295 9.45051 8.36075 12.25657 "大學以上"
"女" 670.02975 11.42832 7.10653 12.59517 601.43247 9.81723 7.41821 11.82899 13.51543 "大學以上"
"女" 674.20472 8.94763 7.50425 8.76168 589.84906 9.11856 8.81725 8.87381 9.64761 "高中"
"女" 762.87704 13.84849 12.04145 13.19086 682.49821 13.51778 11.88785 11.82899 8.3581 "高中"
"女" 604.16885 9.4964 7.30474 7.678 568.94849 6.06022 5.31763 6.313 9.64761 "高中"
"男" 645.22432 9.13133 9.65438 8.99736 659.26988 9.81723 9.89532 8.62122 9.03613 "初中"
"男" 572.89835 8.76139 7.70526 8.99736 553.38781 8.49394 8.41123 8.87381 10.84499 "大學以上"
"男" 748.57558 13.84849 13.48293 15.85188 694.49444 13.51778 12.9367 14.84182 11.48712 "大學以上"
"男" 743.96911 9.4964 12.04145 8.51577 696.39138 8.49394 10.13091 8.08863 10.23835 "專科"
"男" 606.53255 9.4964 8.34615 9.45004 605.11961 8.09896 9.23574 6.313 10.23835 "高中"
"男" 664.42421 9.86638 8.57829 9.45004 663.42296 9.81723 8.81725 10.13014 10.84499 "高中"
"男" 515.62359 9.4964 8.12441 9.22591 515.7628 10.36663 8.05517 8.66678 9.64761 "高中"
"男" 680.75409 8.76139 7.91135 7.97991 608.19102 8.49394 8.01452 7.80038 9.64761 "高中"
"男" 763.32646 12.72711 8.82228 10.35323 643.56012 9.57219 12.9367 9.86849 10.23835 "大學以上"
"男" 532.5423 8.57095 7.91135 6.95612 513.99423 7.10319 7.81751 6.76777 10.23835 "大學以上"
"男" 684.00349 9.31385 8.12441 9.45004 592.52068 5.65807 7.41821 4.91876 13.51543 "大學以上"
"男" 655.31383 13.84849 13.48293 12.59517 558.61072 8.295 7.21074 8.08863 9.64761 "初中"
"男" 671.13883 9.68014 7.91135 10.59469 614.61618 9.11856 8.41123 9.36803 10.23835 "專科"
"男" 640.78989 13.84849 10.77308 15.85188 592.70999 11.06414 8.01452 9.86849 10.23835 "專科"
"男" 738.25902 9.86638 9.08085 15.85188 700.02421 11.533 10.65629 9.86849 10.23835 "高中"
"男" 601.75827 9.4964 7.91135 9.45004 509.75265 7.9045 8.01452 9.36803 9.03613 "高中"
"男" 484.24196 8.57095 8.57829 7.97991 475.87978 9.34076 8.41123 8.08863 9.03613 "高中"
"男" 478.46071 10.05658 11.3019 10.59469 467.22917 8.69661 11.88785 8.87381 9.03613 "高中"
"男" 558.96224 6.198 6.25944 8.25602 490.34506 7.51243 6.20452 4.91876 9.03613 "高中"
"男" 490.44078 9.86638 7.30474 10.12116 432.91395 7.10319 7.81751 3.24992 9.03613 "高中"
"男" 565.24648 10.25252 9.65438 10.84951 523.63373 8.09896 8.01452 8.08863 9.64761 "高中"
"男" 423.38451 7.71308 6.90631 8.76168 426.53112 7.9045 7.61946 9.12286 9.64761 "高中"
"男" 741.4101 10.67004 9.08085 14.06165 715.47803 13.51778 10.38161 14.84182 11.48712 "專科"
"男" 328.81859 5.09484 6.25944 7.678 336.1288 9.11856 8.81725 8.87381 11.48712 "高中"
"男" 502.16875 5.09484 4.34723 3.27793 556.71726 8.69661 6.50215 8.08863 9.64761 "高中"
"女" 704.28385 12.72711 10.34734 14.06165 646.72944 8.09896 6.99286 4.91876 12.25657 "專科"
"女" 687.42783 12.15847 7.70526 10.84951 522.06959 8.09896 8.01452 8.08863 11.48712 "專科"
"女" 662.3252 9.68014 8.12441 7.34181 587.82443 9.11856 8.6128 8.36075 12.25657 "大學以上"
"女" 519.32754 7.44727 7.10653 8.25602 472.45231 6.88421 4.2834 3.24992 10.23835 "大學以上"
"女" 593.95329 9.40104 6.7011 9.6723 538.50716 8.49394 6.20452 7.80038 9.03613 "高中"
"女" 598.47903 12.72711 9.98068 14.06165 558.81293 8.69661 9.6695 8.08863 7.56439 "初中"
"女" 553.26251 8.57095 7.30474 8.76168 540.63551 7.71018 7.61946 9.12286 9.64761 "大學以上"
"女" 509.7507 9.31385 8.82228 8.76168 485.43613 7.31154 8.6128 3.24992 9.64761 "高中"
"女" 460.46154 7.71308 6.7011 6.49606 460.24619 8.09896 6.50215 4.91876 10.23835 "初中"
"女" 681.13759 12.72711 12.04145 13.19086 601.30409 13.51778 10.97071 10.13014 12.25657 "大學以上"
"女" 541.26874 7.71308 9.65438 9.45004 504.72325 6.88421 6.75863 3.24992 9.64761 "專科"
"男" 610.96286 7.95043 13.48293 9.22591 565.2824 7.31154 12.9367 8.36075 11.48712 "大學以上"
"男" 623.91939 10.89898 9.35676 9.22591 554.3346 8.90441 8.81725 5.74112 7.56439 "高中"
"男" 655.48275 8.94763 8.12441 9.45004 665.51736 11.533 12.9367 12.38397 9.64761 "高中"
"男" 656.17159 8.37412 9.35676 7.34181 628.25573 10.36663 9.23574 10.4058 9.03613 "專科"
"男" 705.32913 9.86638 8.82228 10.59469 647.77751 9.11856 9.45051 10.13014 9.03613 "初中"
"男" 608.85349 5.09484 7.30474 8.51577 602.56461 7.51243 7.81751 8.08863 9.64761 "高中"
"男" 643.0203 6.74882 5.39638 9.6723 618.73578 7.31154 8.41123 9.61581 11.48712 "大學以上"
"男" 510.13375 10.89898 9.98068 8.51577 470.99759 11.06414 10.13091 10.4058 8.3581 "高中"
"男" 676.53813 10.89898 8.34615 10.84951 610.18564 8.295 6.50215 7.1526 10.23835 "大學以上"
"男" 575.1017 10.89898 9.08085 9.45004 524.21003 8.49394 6.99286 8.08863 8.3581 "高中"
"男" 570.64946 8.76139 9.48291 7.97991 603.88118 8.90441 8.6128 7.49248 9.03613 "初中"
"男" 586.08372 7.71308 9.65438 7.34181 589.06321 10.07979 9.6695 10.13014 12.25657 "大學以上"
"男" 591.29272 7.71308 6.7011 6.95612 553.89574 8.08078 6.90576 6.313 9.03613 "高中"
"男" 456.35972 8.94763 6.90631 10.12116 382.82514 8.09896 7.61946 9.12286 10.23835 "大學以上"
"男" 597.82226 11.14859 9.08085 11.10406 527.54634 9.11856 8.6128 8.62122 9.03613 "高中"
"男" 574.4681 8.57095 7.91135 7.97991 539.80443 8.69661 8.41123 8.08863 10.23835 "大學以上"
"男" 579.60261 9.4964 8.57829 9.89515 500.66063 9.11856 9.23574 8.36075 10.84499 "大學以上"
"男" 528.61765 8.37412 8.12441 9.22591 491.87897 8.49394 8.41123 8.62122 10.84499 "大學以上"
"男" 624.77347 7.71308 6.48714 8.51577 540.13619 8.69661 8.01452 8.62122 9.03613 "高中"
"男" 610.86966 9.86638 8.82228 9.6723 482.03377 7.9045 7.81751 8.08863 10.84499 "大學以上"
"男" 521.887 8.76139 6.90631 9.22591 471.3076 7.31154 7.61946 8.62122 8.3581 "高中"
"男" 653.19232 9.86638 7.10653 11.41779 536.68557 6.64332 6.20452 3.24992 10.23835 "高中"
"男" 596.67577 9.31385 7.70526 9.45004 578.64822 8.49394 8.41123 9.36803 13.51543 "大學以上"
"男" 764.30381 10.89898 12.04145 11.41779 639.44331 12.1963 12.9367 9.36803 12.25657 "大學以上"
"男" 472.52847 10.05658 10.77308 9.45004 462.80677 9.57219 10.38161 10.13014 9.03613 "國小以下"
"男" 797.21165 9.4964 9.65438 9.6723 711.11365 9.57219 9.45051 9.86849 11.48712 "專科"
"男" 462.96599 9.13133 9.35676 6.95612 469.89138 13.51778 11.88785 10.70197 9.03613 "高中"
"男" 573.39232 8.94763 5.39638 9.22591 562.24029 12.1963 9.02481 11.39185 9.03613 "初中"
"男" 601.64647 8.76139 7.50425 8.76168 587.70582 9.11856 9.45051 8.62122 8.3581 "高中"
"男" 669.6232 10.05658 8.82228 10.84951 612.20143 8.49394 8.41123 8.08863 10.84499 "高中"
"男" 469.31881 8.37412 7.30474 5.90622 477.5966 9.11856 8.21205 8.08863 9.64761 "高中"
"男" 651.2236 9.31385 8.57829 9.89515 626.5895 9.57219 8.81725 10.4058 8.3581 "初中"
"男" 413.18732 5.09484 3.03682 6.49606 393.44432 10.07979 12.9367 9.12286 11.48712 "大學以上"
"男" 657.08379 10.05658 11.3019 9.89515 663.8067 9.11856 11.88785 10.13014 12.25657 "大學以上"
"男" 442.23565 9.13133 6.90631 9.22591 460.56051 8.295 7.81751 8.87381 9.64761 "專科"
"男" 575.13511 9.68014 8.12441 8.25602 570.53938 10.68878 9.23574 7.49248 9.64761 "高中"
"男" 663.98949 10.05658 8.57829 11.12082 681.67748 9.34076 9.89532 10.70197 12.25657 "大學以上"
"女" 595.11637 8.57095 6.90631 9.45004 584.61755 8.295 7.41821 8.08863 9.64761 "高中"
"女" 451.41496 8.57095 6.48714 8.51577 464.26579 8.295 7.81751 9.36803 7.56439 "高中"
"女" 454.67595 7.13627 7.10653 6.95612 447.43273 7.10319 6.20452 6.313 9.64761 "高中"
"女" 599.61539 8.76139 7.91135 9.22591 540.87773 7.9045 8.81725 7.1526 8.3581 "高中"
"女" 683.36009 8.76139 7.10653 8.99736 641.65225 9.34076 8.21205 11.02414 10.84499 "大學以上"
"女" 725.67541 10.25252 12.04145 9.6723 648.32289 13.51778 11.88785 13.18921 10.84499 "專科"
"女" 362.00871 7.44727 6.48714 5.90622 380.53132 7.9045 7.81751 8.08863 7.56439 "高中"
"女" 597.37195 8.57095 8.34615 7.34181 636.61679 8.295 9.45051 8.08863 9.64761 "高中"
"女" 469.27483 8.57095 7.30474 5.90622 478.28675 8.295 8.21205 6.313 9.64761 "高中"
"女" 480.27299 9.13133 7.91135 9.45004 418.79845 8.49394 7.61946 8.87381 9.03613 "高中"
"女" 446.49614 5.09484 6.01079 3.27793 475.57616 8.49394 6.20452 7.1526 10.23835 "高中"
"女" 613.27311 6.74882 7.10653 7.97991 608.70813 8.90441 7.81751 8.08863 10.84499 "大學以上"
"女" 617.25678 8.94763 9.35676 9.22591 651.26185 10.68878 11.88785 11.39185 11.48712 "大學以上"
"女" 524.5714 8.94763 7.50425 9.22591 526.87061 8.49394 8.01452 8.87381 8.3581 "初中"
"女" 568.74164 8.94763 8.53269 8.76168 568.82232 8.98533 7.81751 8.87381 8.3581 "專科"
"女" 578.20167 8.76139 8.57829 8.25602 557.20984 8.90441 9.23574 9.12286 9.03613 "初中"
"女" 600.17672 8.76139 8.12441 8.76168 680.9614 8.295 9.02481 8.08863 9.03613 "初中"
"女" 351.01701 5.09484 3.03682 9.89515 359.90414 3.8465 4.2834 9.12286 8.3581 "高中"
"男" 656.82479 8.57095 8.57829 9.22591 640.82209 8.49394 8.21205 9.12286 8.3581 "高中"
"男" 706.12942 13.84849 13.48293 15.85188 650.15704 7.9045 7.61946 8.62122 13.51543 "大學以上"
"男" 556.81335 8.16805 8.57829 7.34181 519.47843 7.9045 9.02481 6.76777 8.3581 "高中"
"男" 611.15339 11.14859 7.91135 9.89515 561.59875 11.06414 10.52799 10.70197 12.25657 "大學以上"
"男" 668.37537 9.4964 7.91135 8.51577 601.98133 10.07979 9.02481 9.61581 9.03613 "高中"
"男" 488.79598 5.09484 4.34723 8.51577 464.39242 7.51243 4.2834 3.24992 9.03613 "高中"
"男" 712.35464 12.15847 9.98068 15.85188 623.15004 9.81723 9.02481 11.39185 12.25657 "專科"
"男" 572.98087 8.94763 5.39638 9.22591 557.53544 8.69661 7.61946 8.62122 10.23835 "高中"
"男" 696.02855 13.84849 12.04145 12.13375 676.13957 13.51778 11.88785 11.39185 9.03613 "高中"
"男" 710.43947 13.84849 8.12441 14.06165 638.18035 13.51778 9.6695 14.84182 10.84499 "專科"
"男" 613.87921 8.94763 7.91135 8.99736 579.15999 9.57219 7.61946 9.36803 10.84499 "大學以上"
"男" 674.24136 10.25252 9.35676 10.12116 558.86131 8.49394 9.6695 8.62122 10.84499 "大學以上"
"男" 513.27292 7.44727 7.30474 8.99736 470.28221 7.51243 8.81725 8.36075 12.25657 "大學以上"
"男" 625.23147 9.4964 10.34734 6.95612 600.40021 8.69661 9.45051 7.1526 13.51543 "大學以上"
"男" 458.57577 5.09484 3.03682 7.678 486.83026 9.11856 7.81751 9.36803 8.3581 "專科"
"男" 488.07953 11.14859 10.34734 9.89515 481.21432 11.533 10.97071 11.39185 9.64761 "高中"
"男" 492.56674 7.13627 5.39638 6.49606 452.8054 3.8465 6.20452 3.24992 12.25657 "大學以上"
"男" 529.77261 7.13627 3.03682 9.89515 568.42045 13.51778 12.9367 11.82899 9.03613 "高中"
"男" 518.69416 5.09484 4.34723 3.27793 507.83164 6.64332 8.6128 8.36075 9.03613 "高中"
"女" 651.2599 9.4964 8.57829 9.45004 596.95948 3.8465 9.02481 8.62122 12.25657 "大學以上"
"女" 567.65528 8.57095 9.65438 6.95612 538.75718 7.9045 8.21205 6.313 9.03613 "高中"
"女" 494.24395 6.74882 5.39638 5.04751 442.01691 6.64332 8.01452 4.91876 12.25657 "大學以上"
"女" 509.94078 8.37412 7.30474 8.51577 490.988 8.295 8.01452 9.36803 9.03613 "大學以上"
"女" 735.07809 7.13627 9.08085 8.76168 712.16114 12.1963 12.9367 11.82899 11.48712 "大學以上"
"女" 504.0886 7.95043 7.50425 3.27793 515.09626 7.51243 7.81751 5.9197 10.23835 "專科"
"女" 700.19417 9.68014 10.34734 9.89515 668.75459 11.06414 10.97071 13.18921 11.48712 "大學以上"
"女" 507.92996 8.94763 8.82228 5.04751 508.35887 8.295 8.41123 7.49248 7.56439 "初中"
"女" 522.32963 6.198 5.39638 8.51577 480.87628 6.88421 6.20452 9.12286 10.84499 "高中"
"女" 616.2134 8.37412 7.91135 8.99736 543.72472 7.9045 8.01452 8.36075 8.3581 "高中"
"女" 482.71864 9.13133 7.30474 9.45004 473.42805 8.09896 7.61946 8.62122 10.23835 "高中"
"女" 538.1524 7.95043 10.34734 7.97991 526.12372 9.81723 10.65629 9.86849 11.48712 "大學以上"
"男" 615.76164 10.67004 7.30474 9.22591 580.10096 13.51778 9.02481 11.02414 10.84499 "大學以上"
"男" 711.47595 10.05658 9.08085 12.13375 642.5645 8.90441 9.6695 8.08863 13.51543 "大學以上"
"男" 582.42843 12.15847 7.70526 11.12082 594.99137 13.51778 8.6128 8.87381 11.48712 "大學以上"
"男" 663.36279 8.94763 7.91135 8.51577 596.76552 8.90441 9.02481 9.61581 11.48712 "大學以上"
"男" 675.12216 9.4964 8.12441 9.6723 735.85298 9.57219 8.81725 9.12286 12.25657 "大學以上"
"男" 580.64287 8.37412 6.90631 7.678 592.24695 7.71018 6.20452 6.313 9.03613 "高中"
"男" 681.49904 8.94763 8.57829 7.34181 647.6646 12.1963 12.9367 8.87381 11.48712 "專科"
"男" 613.79603 8.78144 4.96949 8.51577 623.91159 8.90441 8.41123 8.36075 9.64761 "高中"
"男" 673.38416 8.16805 7.91135 8.99736 673.57992 11.06414 8.81725 14.84182 13.51543 "大學以上"
"男" 720.66762 9.68014 8.12441 12.13375 648.46626 9.34076 9.23574 11.82899 12.25657 "大學以上"
"男" 637.05498 11.75478 10.34734 12.13375 634.77416 9.81723 9.02481 9.61581 11.48712 "專科"
"男" 620.51554 10.25252 8.57829 10.35323 513.5191 8.09896 8.6128 8.08863 11.48712 "大學以上"
"男" 457.75732 8.16805 7.30474 8.76168 552.53685 11.533 12.9367 9.12286 9.64761 "大學以上"
"男" 649.71208 8.76139 5.72855 10.35323 650.72706 8.49394 6.50215 10.4058 13.51543 "大學以上"
"男" 617.73059 11.42832 9.08085 9.89515 612.36353 10.36663 9.6695 9.12286 10.84499 "高中"
"男" 516.90694 8.94763 8.12441 7.34181 466.6174 9.57219 8.21205 9.36803 9.64761 "專科"
"女" 601.27957 7.44727 6.7011 7.34181 582.54862 8.69661 9.02481 7.49248 8.3581 "專科"
"男" 506.70741 5.09484 5.39638 3.27793 489.48549 7.9045 6.20452 5.74112 9.64761 "高中"
"女" 546.2125 5.09484 7.10653 7.678 610.99033 7.51243 7.21074 9.86849 13.51543 "大學以上"
"女" 674.47876 10.25252 10.77308 10.12116 577.59852 8.09896 10.13091 8.62122 10.23835 "大學以上"
"女" 642.54348 8.76139 8.12441 8.51577 593.4077 8.49394 8.41123 7.49248 9.64761 "專科"
"女" 708.10595 9.4964 7.30474 12.13375 614.07139 8.295 8.6128 11.82899 11.48712 "大學以上"
"女" 559.69651 8.16805 6.7011 5.90622 562.52554 10.07979 8.41123 8.87381 9.03613 "高中"
"女" 536.49535 11.14859 13.48293 7.34181 570.12889 13.51778 12.9367 8.36075 13.51543 "大學以上"
"女" 755.12606 9.68014 7.70526 10.84951 579.67094 8.09896 9.02481 9.36803 10.84499 "大學以上"
"女" 602.48352 6.198 5.39638 5.04751 613.5159 9.57219 6.99286 8.08863 9.64761 "專科"
"女" 670.51079 5.09484 7.70526 5.04751 592.0038 7.9045 8.01452 4.91876 10.23835 "專科"
"男" 554.08118 9.31385 8.12441 9.22591 550.42408 13.51778 8.6128 9.12286 9.64761 "大學以上"
"男" 676.4662 7.71308 8.34615 7.97991 633.17536 13.51778 9.45051 11.39185 10.84499 "大學以上"
"男" 695.84972 7.95043 8.12441 7.678 685.47265 13.51778 9.6695 11.02414 10.23835 "高中"
"男" 669.44503 5.09484 7.91135 6.49606 614.29338 7.31154 9.23574 3.24992 11.48712 "大學以上"
"男" 592.81436 8.57095 7.50425 8.76168 587.74024 7.9045 8.21205 8.08863 8.3581 "初中"
"男" 627.08651 8.76139 10.77308 9.6723 587.84304 10.36663 12.9367 8.87381 10.23835 "高中"
"男" 724.45898 13.84849 13.48293 15.85188 701.94267 13.51778 12.9367 14.84182 11.48712 "大學以上"
"男" 590.64431 8.57095 6.25944 6.49606 536.63918 9.11856 4.2834 8.62122 9.64761 "大學以上"
"男" 605.05812 7.95043 6.25944 10.35323 500.52923 6.88421 4.2834 9.12286 9.64761 "高中"
"男" 742.03267 13.84849 13.48293 15.85188 683.27604 13.51778 12.9367 11.02414 13.51543 "大學以上"
"女" 594.35461 9.31385 7.50425 7.678 558.7691 9.11856 8.21205 7.80038 11.48712 "專科"
"女" 698.67175 10.45644 11.3019 10.12116 619.98211 12.1963 11.88785 11.82899 11.48712 "大學以上"
"女" 474.12873 8.57095 7.10653 6.95612 503.73925 7.71018 7.61946 8.08863 6.52207 "初中"
"女" 685.20477 12.15847 11.3019 15.85188 578.55519 7.51243 7.61946 8.08863 11.48712 "大學以上"
"女" 586.89515 5.09484 4.96949 6.49606 617.78772 12.1963 9.23574 10.4058 9.64761 "初中"
"女" 555.87775 9.4964 8.82228 9.22591 480.62731 7.9045 7.61946 6.76777 9.64761 "高中"
"女" 586.56142 9.68014 8.12441 10.12116 551.4097 8.09896 9.02481 8.08863 9.64761 "高中"
"女" 772.10167 11.14859 8.57829 12.59517 769.58736 12.1963 10.97071 12.38397 9.64761 "高中"
"女" 516.65973 8.16805 8.82228 7.34181 493.58288 9.11856 9.02481 8.08863 9.64761 "高中"
"女" 542.65843 8.16805 7.91135 9.22591 448.21927 8.49394 7.81751 6.313 9.03613 "高中"
"女" 668.18117 7.44727 6.90631 8.76168 591.33831 7.9045 7.81751 8.87381 10.23835 "高中"
"女" 582.61194 5.09484 5.39638 3.27793 519.39912 7.71018 7.81751 8.08863 11.48712 "大學以上"
"女" 724.06101 9.13133 8.12441 8.99736 672.50696 7.71018 8.6128 8.87381 9.03613 "高中"
"女" 527.86256 7.95043 6.7011 9.22591 485.3474 7.9045 4.2834 9.12286 9.03613 "高中"
"女" 583.37471 7.44727 7.10653 9.45004 519.15993 5.65807 6.20452 3.24992 12.25657 "專科"
"男" 609.81147 8.37412 7.91135 8.99736 522.02145 7.9045 7.61946 9.12286 11.48712 "大學以上"
"女" 745.48407 7.71308 8.57829 9.89515 706.84253 13.51778 11.35416 14.84182 10.84499 "大學以上"
"男" 728.33943 8.94763 11.3019 8.25602 626.05505 9.34076 11.88785 8.08863 12.25657 "大學以上"
"男" 716.14155 9.31385 9.98068 8.51577 658.30716 9.57219 10.97071 8.36075 13.51543 "大學以上"
