"性別" "數學" "數學興趣" "數學評價" "數學信心" "科學" "科學興趣" "科學評價" "科學信心" "教育資源" "父母教育"
"女" 605.94895 8.76139 7.50425 5.04751 603.09812 9.34076 8.01452 8.87381 10.84499 "高中"
"女" 567.33736 9.13133 6.90631 7.678 616.12323 9.11856 7.41821 8.87381 11.48712 "高中"
"女" 652.72397 8.94763 8.82228 8.51577 631.50401 10.36663 12.9367 10.13014 10.84499 "大學以上"
"女" 639.79996 8.94763 10.34734 8.51577 679.92531 9.11856 10.13091 8.36075 10.23835 "專科"
"女" 679.45147 9.31385 8.34615 9.45004 655.7153 9.34076 9.45051 9.12286 11.48712 "大學以上"
"女" 596.71908 8.57095 6.90631 8.51577 538.50216 8.49394 7.81751 8.08863 9.03613 "高中"
"女" 637.42055 9.13133 7.10653 8.51577 606.91654 8.49394 7.61946 7.49248 10.23835 "大學以上"
"女" 611.47531 9.31385 7.10653 8.76168 592.77337 7.9045 7.61946 7.80038 9.03613 "高中"
"男" 612.83471 12.72711 9.35676 15.85188 605.82336 10.07979 8.81725 10.13014 13.51543 "大學以上"
"男" 724.23171 12.15847 8.12441 9.89515 648.1159 7.51243 8.81725 8.36075 10.23835 "專科"
"男" 641.10201 13.84849 12.04145 11.12082 576.42905 9.81723 12.9367 9.61581 10.23835 "專科"
"男" 712.60897 12.72711 10.34734 13.19086 701.8508 13.51778 11.88785 14.84182 13.51543 "大學以上"
"男" 399.72357 6.198 7.50425 5.04751 454.38466 9.34076 8.01452 8.62122 8.3581 "高中"
"男" 673.37247 10.25252 10.34734 8.25602 641.82179 13.51778 12.9367 8.62122 13.51543 "大學以上"
"男" 579.09462 9.68014 7.10653 7.97991 582.95317 9.34076 7.81751 8.87381 10.23835 "高中"
"男" 684.85167 12.15847 8.12441 10.59469 618.37111 8.90441 8.6128 10.13014 10.23835 "大學以上"
"男" 620.0679 11.75478 9.65438 8.76168 520.90698 6.88421 7.61946 5.74112 9.03613 "高中"
"男" 657.14326 13.84849 11.3019 15.69557 638.24152 8.90441 9.89532 10.13014 10.84499 "大學以上"
"男" 723.24111 10.89898 9.35676 12.13375 643.51116 10.68878 9.45051 11.39185 10.84499 "大學以上"
"女" 431.37691 9.13133 7.10653 8.76168 455.13015 8.295 7.81751 8.62122 7.56439 "高中"
"女" 579.63925 9.57685 7.91135 9.45004 568.80895 9.81723 8.6128 8.36075 9.64761 "高中"
"女" 729.25999 9.31385 7.91135 10.12116 604.1277 8.295 8.41123 8.08863 10.84499 "大學以上"
"女" 579.37333 9.31385 8.82228 9.45004 500.29445 8.09896 11.88785 7.49248 13.51543 "大學以上"
"女" 617.41758 7.71308 6.48714 8.51577 604.78622 6.88421 6.50215 8.36075 11.48712 "專科"
"女" 705.33013 10.05658 8.12441 10.84951 669.58579 8.49394 8.6128 8.08863 8.3581 "國小以下"
"女" 552.02771 7.95043 4.96949 6.49606 526.78782 9.34076 9.45051 6.313 9.64761 "專科"
"女" 640.77864 9.13133 7.10653 10.35323 617.56503 7.31154 7.21074 9.36803 10.84499 "高中"
"女" 709.08809 8.76139 9.65438 9.22591 670.57246 9.11856 10.13091 10.13014 10.84499 "大學以上"
"男" 648.54432 9.4964 12.04145 7.678 601.73655 9.11856 12.9367 7.80038 10.23835 "專科"
"男" 543.33746 8.57095 8.12441 8.76168 601.04908 8.09896 8.81725 8.62122 10.84499 "大學以上"
"女" 482.23437 9.13133 9.08085 3.27793 415.79274 6.06022 9.45051 6.313 10.84499 "大學以上"
"女" 711.81157 10.05658 13.48293 9.45004 673.91075 9.11856 12.9367 9.12286 13.51543 "大學以上"
"女" 740.29356 8.57095 6.90631 10.35323 653.85069 6.88421 7.21074 7.49248 10.84499 "大學以上"
"女" 652.53901 10.25252 8.57829 9.89515 618.19727 9.34076 9.45051 8.62122 12.25657 "大學以上"
"女" 556.68039 8.94763 6.7011 3.27793 586.8759 6.88421 6.99286 7.49248 12.25657 "專科"
"女" 738.99451 10.45644 8.34615 14.06165 650.31914 9.81723 8.6128 13.18921 13.51543 "大學以上"
"女" 620.37601 9.68014 7.91135 9.6723 524.6747 8.295 8.81725 8.36075 11.48712 "大學以上"
"女" 733.451 10.05658 8.34615 9.22591 657.98877 9.11856 7.81751 8.08863 11.48712 "專科"
"男" 746.26923 10.45644 9.35676 10.12116 678.6813 9.81723 9.6695 8.62122 12.25657 "大學以上"
"男" 678.04152 10.05658 13.48293 10.12116 621.35659 9.11856 12.9367 8.87381 11.48712 "高中"
"男" 698.34771 9.86638 8.34615 8.76168 648.78756 9.34076 9.02481 9.36803 13.51543 "大學以上"
"男" 706.17853 9.13133 8.34615 8.99736 689.66318 8.90441 9.23574 8.87381 11.48712 "大學以上"
"男" 602.50735 9.68014 8.34615 8.76168 573.91104 8.90441 9.02481 8.36075 11.48712 "大學以上"
"男" 637.62088 8.57095 7.70526 8.76168 623.29714 9.34076 8.6128 8.36075 12.25657 "大學以上"
"男" 610.619 8.94763 8.34615 8.25602 584.95756 7.51243 7.61946 7.1526 9.64761 "專科"
"男" 695.54929 9.31385 8.12441 8.99736 606.52211 7.9045 7.61946 8.36075 11.48712 "大學以上"
"男" 732.57186 9.4964 7.70526 10.59469 712.37312 12.1963 8.6128 13.18921 12.25657 "大學以上"
"男" 635.46964 9.86638 10.34734 8.71462 593.63085 9.34076 11.88785 5.74112 12.25657 "大學以上"
"男" 707.65396 11.14859 8.57829 14.06165 615.8324 9.34076 9.23574 10.13014 10.84499 "專科"
"女" 720.93442 13.84849 13.48293 15.85188 675.49419 9.34076 9.45051 9.2277 13.51543 "大學以上"
"男" 488.55245 8.94763 8.12441 7.97991 500.44469 8.09896 8.6128 8.36075 9.64761 "高中"
"男" 494.44305 5.09484 3.03682 3.27793 400.06136 7.51243 4.2834 3.24992 10.23835 "專科"
"男" 622.21157 8.76139 8.12441 8.25602 582.14744 13.51778 11.35416 11.39185 10.23835 "專科"
"男" 613.77866 10.25252 10.77308 13.19086 543.79135 9.34076 10.65629 8.08863 10.23835 "大學以上"
"男" 694.805 9.68014 10.34734 15.85188 629.09507 11.533 12.9367 14.84182 9.03613 "大學以上"
"男" 473.00138 6.74882 4.96949 7.97991 461.2988 13.51778 11.88785 9.61581 10.84499 "大學以上"
"男" 520.48038 10.89898 8.80683 8.51577 533.15914 10.07979 12.9367 9.12286 9.03613 "專科"
"男" 527.2156 7.13627 5.88944 7.678 508.11944 9.57219 8.01452 8.62122 9.64761 "高中"
"男" 708.36796 10.25252 8.82228 10.12116 675.64396 10.36663 10.13091 9.86849 10.23835 "大學以上"
"男" 595.33752 11.75478 10.34734 8.99736 660.19189 13.51778 10.13091 11.82899 12.25657 "專科"
"男" 650.60993 7.95043 4.96949 10.84951 626.04284 13.51778 12.9367 12.38397 10.84499 "高中"
"男" 654.3445 10.05658 8.57829 8.99736 595.46814 11.533 12.9367 11.39185 12.25657 "大學以上"
"男" 466.14468 10.89898 7.70526 8.76168 355.57953 8.09896 9.02481 8.36075 7.56439 "初中"
"女" 604.47185 8.16805 8.01398 9.22591 537.49724 9.57219 10.13091 10.4058 8.3581 "初中"
"女" 587.80468 8.76139 8.57829 8.76168 578.07424 9.57219 9.23574 9.61581 10.84499 "高中"
"女" 655.36695 10.05658 9.35676 10.59469 601.00966 11.06414 10.65629 11.39185 9.03613 "初中"
"女" 374.61303 8.94763 8.57829 10.59469 384.62406 11.06414 9.23574 8.62122 7.56439 "高中"
"女" 465.91541 9.86638 7.70526 8.99736 429.62707 8.69661 8.41123 9.0418 10.23835 "大學以上"
"女" 650.83174 9.13133 8.12441 8.25602 637.4002 9.11856 9.02481 10.13014 9.64761 "高中"
"女" 660.96624 7.95043 7.10653 9.6723 647.99485 9.57219 8.6128 9.86849 9.64761 "高中"
"女" 755.36703 11.14859 10.77308 15.85188 659.52465 13.51778 9.6695 11.39185 9.64761 "高中"
"女" 667.61315 5.09484 7.30474 8.51577 614.35013 10.07979 8.21205 9.36803 9.03613 "高中"
"女" 394.8925 7.13627 4.34723 6.95612 472.5415 9.34076 9.45051 9.12286 8.3581 "高中"
"女" 593.89583 8.94763 7.50425 11.75008 566.63514 9.11856 8.81725 9.86849 10.84499 "高中"
"男" 437.99364 9.4964 7.50425 9.22591 427.78001 9.11856 7.61946 9.36803 9.03613 "高中"
"男" 510.26615 10.29833 10.34734 10.35323 498.21692 9.11856 10.13091 9.12286 7.56439 "高中"
"男" 654.18014 9.86638 9.98068 10.84951 580.17305 10.07979 9.45051 12.38397 10.84499 "專科"
"女" 681.04316 9.86638 11.3019 9.22591 626.4917 11.533 10.97071 11.02414 10.84499 "高中"
"男" 579.36543 9.86638 9.08085 9.45004 571.72338 9.11856 9.6695 9.12286 9.64761 "初中"
"男" 602.96824 11.75478 10.77308 9.89515 563.88467 13.51778 10.13091 11.82899 9.03613 "初中"
"男" 557.85862 10.67004 8.12441 10.12116 543.99589 10.68878 6.20452 8.62122 10.23835 "大學以上"
"男" 603.96786 9.13133 8.12441 7.34181 551.07516 8.69661 8.41123 8.08863 8.3581 "初中"
"男" 601.05519 9.4964 8.34615 9.45004 563.17126 9.11856 9.02481 8.87381 9.64761 "大學以上"
"女" 492.19872 11.14859 8.82228 7.97991 486.65095 7.9045 8.01452 3.24992 7.56439 "初中"
"女" 554.45043 9.4964 7.50425 8.25602 498.82032 9.34076 8.01452 8.36075 10.23835 "高中"
"女" 508.7807 9.86638 7.91135 9.45004 511.33621 8.90441 8.6128 8.36075 8.3581 "高中"
"女" 505.16071 10.05658 8.82228 9.45004 521.55468 10.07979 9.45051 9.12286 9.64761 "高中"
"女" 518.82489 8.76139 8.82228 8.76168 467.78094 8.09896 8.81725 8.62122 9.64761 "高中"
"女" 599.74211 9.31385 7.70526 7.97991 547.26359 12.1963 9.45051 9.36803 10.23835 "專科"
"女" 596.48747 13.84849 10.34734 12.13375 536.59464 12.1963 9.6695 11.82899 10.84499 "專科"
"女" 490.52886 6.74882 7.50425 8.25602 450.56763 9.81723 8.81725 8.87381 6.52207 "國小以下"
"男" 636.55823 8.16805 7.70526 7.97991 544.60324 9.11856 9.02481 8.36075 9.03613 "高中"
"男" 615.36311 9.31385 8.34615 7.97991 655.82449 10.68878 9.89532 9.36803 9.03613 "高中"
"男" 631.51826 8.76139 6.90631 11.75008 628.73145 8.49394 9.02481 10.4058 11.48712 "大學以上"
"男" 584.1965 9.68014 7.50425 7.97991 596.19003 11.06414 9.23574 10.4058 10.23835 "大學以上"
"男" 690.12092 10.25252 9.08085 9.6723 673.32316 9.81723 9.45051 11.02414 9.03613 "高中"
"男" 724.67033 10.45644 9.65438 10.59469 667.20894 9.34076 9.02481 10.13014 12.25657 "大學以上"
"男" 469.1078 8.94763 8.57829 7.97991 401.40642 8.69661 9.45051 8.08863 8.3581 "高中"
"男" 492.27956 11.42832 13.48293 9.22591 451.33406 10.07979 12.9367 9.12286 7.56439 "高中"
"男" 582.39803 11.42832 7.91135 9.45004 522.65996 11.533 8.41123 9.12286 8.3581 "高中"
"男" 528.26121 7.13627 7.10653 5.04751 530.49135 8.69661 8.41123 8.36075 11.48712 "大學以上"
"男" 481.20858 5.09484 5.72855 8.25602 479.44226 7.51243 6.75863 7.1526 9.03613 "高中"
"女" 796.52315 12.15847 6.7011 12.13375 761.09723 9.57219 7.41821 11.82899 10.84499 "專科"
"女" 544.51347 7.95043 5.39638 5.04751 510.21 8.69661 7.81751 7.49248 9.03613 "高中"
"女" 618.2064 10.05658 7.91135 7.97991 616.16509 9.81723 8.41123 7.49248 13.51543 "大學以上"
"女" 543.05429 8.76139 8.12441 5.90622 578.01959 9.34076 8.01452 8.36075 7.56439 "高中"
"女" 623.14482 12.72711 8.12441 11.41779 490.8416 8.09896 8.01452 8.08863 10.23835 "高中"
"女" 594.55315 9.31385 9.98068 7.678 562.70996 10.36663 9.6695 8.87381 8.3581 "國小以下"
"女" 802.52655 10.25252 8.82228 10.59469 713.37212 9.11856 8.81725 9.36803 8.3581 "初中"
"女" 633.92484 12.15847 8.57829 10.84951 653.14484 9.57219 9.23574 6.313 9.03613 "高中"
"女" 484.96754 10.67004 8.34615 9.45004 513.41165 8.295 9.02481 7.80038 8.3581 "高中"
"女" 596.35151 10.67004 8.12441 10.12116 548.38283 9.34076 8.21205 8.08863 6.52207 "初中"
"女" 537.64563 11.14859 7.50425 11.12082 524.48806 11.06414 9.02481 11.02414 10.23835 "專科"
"女" 564.13584 8.16805 7.70526 8.25602 593.16874 7.9045 7.92319 3.24992 9.64761 "高中"
"女" 571.13474 8.57095 6.01079 7.678 530.3396 9.34076 6.75863 9.36803 10.23835 "大學以上"
"男" 614.12129 7.71308 7.10653 9.89515 625.78655 8.295 8.21205 4.91876 13.51543 "大學以上"
"男" 693.12245 10.67004 8.82228 10.59469 590.35512 9.34076 9.45051 9.86849 10.23835 "高中"
"女" 728.77025 9.86638 7.91135 10.12116 622.32443 7.51243 8.21205 5.74112 12.25657 "大學以上"
"女" 761.44392 9.86638 7.70526 10.35323 704.25975 8.49394 8.6128 9.36803 10.23835 "高中"
"男" 719.22192 12.72711 10.77308 11.41779 650.10645 13.51778 10.65629 12.38397 12.25657 "專科"
"女" 662.62051 10.05658 9.08085 9.89515 648.81198 10.36663 9.89532 10.4058 12.25657 "大學以上"
"女" 737.38957 10.05658 8.12441 9.22591 654.94783 8.295 9.6695 8.36075 11.48712 "大學以上"
"女" 729.26934 12.72711 8.57829 11.41779 667.8756 8.49394 6.99286 6.76777 11.48712 "專科"
"女" 638.64555 9.68014 8.82228 8.51577 592.78465 10.36663 8.21205 8.08863 13.51543 "大學以上"
"男" 650.71582 11.14859 7.70526 9.6723 552.79302 8.295 8.6128 7.80038 10.84499 "專科"
"女" 608.48914 9.13133 8.57829 8.76168 565.35775 9.11856 9.45051 8.36075 10.84499 "大學以上"
"男" 729.20231 12.72711 8.12441 12.59517 610.73078 9.81723 12.9367 9.12286 11.48712 "大學以上"
"男" 590.23609 8.16805 9.98068 6.95612 555.30941 10.07979 9.89532 9.61581 10.84499 "大學以上"
"男" 638.49534 10.89898 9.98068 10.84951 609.04896 13.51778 10.13091 11.02414 9.64761 "高中"
"男" 442.19612 9.13133 8.82228 9.45004 462.07895 6.88421 4.2834 9.12286 9.03613 "高中"
"女" 536.86872 8.76139 7.91135 8.51577 566.09709 8.09896 8.21205 8.08863 11.48712 "大學以上"
"女" 622.43372 11.14859 8.82228 13.19086 544.9307 13.51778 12.9367 13.18921 11.48712 "大學以上"
"男" 611.82039 11.65945 13.48293 9.22591 573.48323 10.07979 12.9367 9.12286 9.03613 "高中"
"女" 626.19657 8.76139 9.08085 5.90622 653.08542 9.81723 9.23574 9.61581 9.03613 "高中"
"女" 551.6716 7.13627 5.39638 6.49606 518.49257 8.90441 5.31763 8.08863 11.48712 "大學以上"
"女" 641.09399 9.68014 8.57829 7.97991 652.94716 8.09896 8.21205 7.49248 10.23835 "專科"
"女" 714.02672 10.05658 9.08085 10.12116 614.12988 7.9045 8.81725 5.74112 9.03613 "高中"
"男" 734.78512 12.15847 9.08085 9.89515 644.74064 10.07979 9.23574 9.86849 12.25657 "專科"
"男" 738.71022 10.25252 9.65438 11.12082 642.59473 9.34076 8.41123 8.62122 10.23835 "專科"
"女" 588.49374 9.68014 7.91135 7.678 591.45866 10.68878 8.41123 8.62122 11.48712 "大學以上"
"男" 574.42278 10.25252 6.48714 8.25602 567.59378 9.41726 6.99286 8.62122 11.48712 "大學以上"
"女" 629.53172 10.05658 9.98068 11.75008 555.35023 8.09896 11.88785 11.39185 9.64761 "高中"
"男" 700.32691 9.86638 7.91135 10.35323 588.0584 9.11856 9.23574 10.13014 11.48712 "高中"
"男" 740.11617 10.25252 9.35676 12.13375 630.64723 13.51778 11.88785 11.82899 11.48712 "大學以上"
"女" 754.96248 6.74882 7.50425 9.89515 698.51926 11.533 8.81725 14.84182 13.51543 "大學以上"
"男" 621.28065 9.31385 8.82228 8.51577 563.88781 8.69661 9.02481 9.12286 11.48712 "專科"
"男" 748.81978 8.57095 8.34615 11.12082 722.17285 8.295 9.02481 10.13014 11.48712 "大學以上"
"男" 739.29605 8.16805 8.12441 9.45004 634.93998 8.49394 8.6128 9.12286 13.51543 "大學以上"
"男" 589.91951 9.31385 9.08085 10.35323 502.32989 7.51243 7.21074 8.62122 9.64761 "高中"
"女" 635.38958 7.95043 8.34615 8.25602 590.91061 8.69661 8.41123 8.36075 11.48712 "大學以上"
"男" 593.49028 9.13133 7.10653 8.51577 615.97206 10.36663 10.65629 9.61581 9.03613 "高中"
"男" 733.3863 11.42832 9.08085 9.07452 668.70808 8.09896 8.21205 5.74112 11.48712 "大學以上"
"女" 731.79929 7.71308 7.91135 8.25602 661.90871 8.69661 8.6128 8.87381 10.84499 "高中"
"男" 620.08627 6.74882 9.65438 8.51577 567.03446 9.57219 12.9367 9.12286 9.03613 "高中"
"男" 745.18041 9.4964 8.82228 10.84951 709.82359 8.90441 9.23574 9.86849 11.48712 "大學以上"
"女" 634.46935 8.94763 8.82228 3.27793 626.82439 13.51778 9.6695 10.70197 9.64761 "高中"
"男" 595.85042 10.67004 8.82228 10.35323 584.95721 9.57219 9.45051 9.36803 9.03613 "初中"
"男" 680.06782 9.4964 8.12441 9.45004 663.32598 8.90441 8.6128 9.12286 9.03613 "高中"
"男" 647.61975 8.37412 7.50425 8.76168 612.40713 8.09896 8.81725 8.36075 10.84499 "大學以上"
"男" 658.4903 11.42832 10.77308 9.89515 540.16317 9.11856 7.61946 9.12286 10.84499 "大學以上"
"女" 663.68794 9.31385 7.91135 8.51577 646.70328 9.34076 7.81751 8.87381 9.64761 "高中"
"女" 643.32641 10.45644 8.57829 9.22591 580.73424 9.34076 8.41123 8.62122 9.64761 "大學以上"
"女" 622.94505 8.57095 7.70526 8.51577 583.27458 7.9045 7.61946 9.12286 9.03613 "高中"
"女" 583.22338 10.45644 11.3019 6.49606 661.5966 13.51778 9.45051 9.86849 10.84499 "初中"
"女" 588.59886 6.198 8.34615 3.27793 661.74847 9.11856 7.81751 9.12286 10.84499 "高中"
"女" 487.83845 8.57095 7.30474 8.25602 472.51463 8.69661 8.21205 8.08863 8.3581 "高中"
"女" 496.49006 9.13133 7.91135 8.76168 508.94413 8.69661 8.41123 8.87381 8.3581 "高中"
"女" 524.02376 8.16805 7.30474 7.34181 501.748 8.69661 7.81751 8.87381 9.03613 "高中"
"女" 488.50457 8.94763 7.33286 8.51577 450.8452 7.9045 7.61946 8.67217 8.3581 "高中"
"男" 707.63537 10.05658 9.08085 10.35323 666.82939 9.34076 8.81725 9.61581 10.84499 "大學以上"
"男" 659.00754 10.05658 8.12441 9.89515 625.91098 8.90441 9.23574 9.12286 10.23835 "大學以上"
"男" 637.2003 9.4964 11.3019 9.6723 632.75988 10.68878 12.9367 11.02414 10.23835 "高中"
"男" 623.19036 7.71308 7.91135 5.90622 615.48087 7.31154 8.21205 4.91876 7.56439 "國小以下"
"男" 640.96449 10.89898 7.70526 9.6723 584.65395 12.1963 9.23574 9.61581 8.3581 "初中"
"男" 463.27588 5.09484 3.03682 3.27793 523.94699 9.34076 5.31763 11.39185 6.52207 "初中"
"男" 576.14575 9.68014 8.12441 8.51577 595.80769 9.34076 8.6128 8.08863 9.03613 "高中"
"男" 530.58838 9.13133 7.91135 7.97991 571.38406 8.90441 8.01452 7.80038 8.3581 "國小以下"
"男" 321.18976 6.74882 7.10653 10.12116 307.58128 9.81723 7.61946 9.61581 7.56439 "初中"
"男" 280.67581 7.13627 3.03682 6.49606 319.67471 3.8465 4.2834 3.24992 7.56439 "國小以下"
"男" 632.27602 9.68014 7.70526 10.12116 551.50831 8.09896 8.21205 5.74112 11.48712 "大學以上"
"男" 675.44698 8.94763 8.82228 9.89515 665.01722 9.11856 9.02481 9.61581 11.48712 "大學以上"
"男" 618.23213 9.31385 7.10653 9.45004 638.98387 9.11856 7.81751 9.36803 9.64761 "專科"
"男" 564.08773 8.76139 7.50425 9.89515 549.46904 8.09896 8.01452 8.08863 9.64761 "高中"
"男" 609.81503 9.13133 7.91135 8.76168 653.16612 9.57219 8.81725 10.4058 13.51543 "大學以上"
"男" 654.2474 10.67004 9.98068 10.59469 601.87621 13.51778 11.88785 14.84182 9.03613 "初中"
"男" 646.70509 9.31385 7.30474 9.45004 693.61626 13.51778 12.9367 14.84182 9.64761 "專科"
"男" 546.89376 8.77011 6.90631 9.22591 538.32878 9.11856 7.81751 9.12286 10.84499 "大學以上"
"男" 607.60444 9.31385 8.12441 7.97991 538.21936 8.69661 7.61946 8.87381 9.03613 "高中"
"男" 611.69991 11.75478 7.50425 12.13375 547.01754 9.11856 7.81751 8.62122 9.03613 "專科"
"男" 696.18868 10.25252 8.57829 10.35323 574.83875 9.34076 9.45051 9.86849 13.51543 "大學以上"
"男" 583.71534 5.09484 6.25944 5.04751 533.38241 9.11856 7.61946 8.87381 10.84499 "大學以上"
"男" 619.41002 9.31385 7.30474 8.76168 518.42652 8.09896 7.61946 8.87381 9.03613 "高中"
"女" 486.32093 9.13133 7.10653 8.99736 492.38934 8.69661 7.81751 8.62122 9.64761 "高中"
"女" 377.58495 8.16805 10.34734 6.95612 440.35893 11.06414 9.45051 9.12286 7.56439 "高中"
"女" 640.32543 8.94763 8.57829 8.76168 678.42873 9.57219 9.02481 9.86849 11.48712 "大學以上"
"女" 510.96412 8.57095 6.90631 7.34181 478.84619 8.69661 6.20452 8.36075 8.3581 "高中"
"女" 537.11147 9.86638 7.91135 8.99736 490.25901 9.34076 8.21205 8.36075 7.56439 "初中"
"女" 597.93295 8.57095 7.30474 8.76168 556.13933 7.9045 8.01452 8.62122 9.03613 "高中"
"女" 564.54339 6.74882 5.72855 6.49606 520.38382 7.9045 5.83503 7.49248 8.3581 "初中"
"女" 557.53503 8.76139 8.57829 6.49606 527.9545 8.69661 8.6128 7.49248 9.64761 "高中"
"女" 644.11446 10.45644 7.70526 9.6723 605.77952 9.57219 8.6128 10.13014 12.25657 "大學以上"
"女" 606.2417 10.45644 7.50425 8.76168 521.15176 8.90441 8.21205 8.36075 9.03613 "高中"
"女" 624.48139 10.89898 11.3019 9.89515 583.1333 9.11856 7.81751 8.08863 4.55208 "國小以下"
"女" 651.73716 8.16805 7.70526 8.76168 635.7135 7.9045 8.6128 7.80038 7.56439 "高中"
"女" 644.42536 9.86638 8.57829 10.12116 629.23066 9.11856 9.45051 9.86849 9.03613 "高中"
"女" 560.0377 9.13133 7.91135 9.6723 556.63528 8.09896 9.02481 7.49248 8.3581 "初中"
"女" 610.23561 8.94763 7.91135 8.76168 556.00397 8.09896 8.6128 8.62122 9.64761 "高中"
"女" 516.89547 9.31385 8.82228 8.76168 583.78007 7.51243 6.75863 6.76777 7.56439 "高中"
"女" 563.60513 7.44727 6.01079 5.04751 561.71922 8.49394 7.81751 8.08863 10.23835 "高中"
"女" 437.58854 5.09484 4.34723 3.27793 431.18841 6.06022 4.2834 3.24992 9.03613 "高中"
"女" 619.9218 12.15847 9.98068 10.12116 514.28611 6.88421 5.83503 3.24992 10.84499 "大學以上"
"男" 536.87941 8.76139 7.70526 8.51577 512.0245 7.71018 8.41123 8.08863 10.84499 "高中"
"男" 673.5219 12.15847 13.48293 12.59517 577.12304 7.10319 7.61946 9.12286 13.51543 "大學以上"
"男" 627.54551 11.75478 12.04145 10.59469 600.85954 10.07979 8.41123 8.62122 10.23835 "大學以上"
"男" 483.85712 9.68014 7.70526 10.35323 491.63919 7.9045 7.81751 8.08863 8.3581 "初中"
"男" 582.14425 9.86638 11.3019 6.95612 609.31828 10.36663 10.65629 8.62122 11.48712 "大學以上"
"男" 442.92014 8.94763 8.12441 8.99736 474.57682 6.64332 9.45051 9.12286 12.25657 "大學以上"
"男" 633.44279 10.25252 8.82228 8.51577 584.09985 11.533 10.38161 11.02414 10.84499 "專科"
"男" 507.95824 7.13627 6.25944 6.95612 535.29865 7.9045 6.20452 7.49248 7.56439 "初中"
"男" 773.37956 13.84849 8.82228 13.19086 745.07676 12.1963 8.21205 11.82899 10.23835 "大學以上"
"男" 425.40958 5.09484 3.03682 6.49606 489.98842 3.8465 4.2834 6.313 9.64761 "高中"
"男" 839.16295 11.75478 10.34734 12.59517 767.36331 11.533 10.38161 12.38397 10.84499 "專科"
"男" 543.62564 9.86638 8.12441 7.678 534.3257 9.11856 7.81751 8.08863 10.84499 "大學以上"
"男" 575.24323 9.13133 8.57829 8.76168 538.84927 8.69661 8.6128 8.62122 9.64761 "高中"
"男" 658.70666 10.89898 3.03682 11.41779 627.50372 9.34076 7.61946 8.08863 7.56439 "初中"
"男" 502.79434 12.15847 13.48293 10.59469 481.93039 7.10319 12.9367 9.12286 9.64761 "高中"
"男" 485.17811 10.89898 6.90631 9.45004 496.25869 8.90441 9.45051 9.61581 9.64761 "高中"
"男" 583.16503 10.05658 9.98068 9.22591 618.92695 10.36663 10.13091 9.12286 10.23835 "大學以上"
"男" 564.78726 10.89898 7.50425 10.35323 520.66976 9.57219 9.02481 9.61581 7.56439 "高中"
"男" 487.01377 8.76139 7.10653 8.99736 507.97897 8.69661 7.81751 9.12286 9.03613 "專科"
"男" 575.97349 10.25252 8.82228 9.45004 577.51875 9.34076 10.13091 9.61581 9.03613 "專科"
"男" 471.09958 8.94763 7.10653 8.76168 496.94175 9.11856 8.21205 9.36803 9.03613 "高中"
"男" 444.73687 8.57095 4.34723 8.76168 454.80747 7.51243 7.61946 9.12286 8.3581 "初中"
"男" 650.15527 13.84849 9.98068 15.85188 634.51798 13.51778 12.9367 14.84182 10.23835 "高中"
"男" 488.19812 7.13627 3.03682 9.89515 491.42616 7.9045 10.13091 9.36803 10.84499 "專科"
"男" 537.80531 9.13133 6.90631 9.22591 530.08017 7.51243 7.61946 8.62122 8.3581 "初中"
"男" 572.39648 7.13627 3.03682 8.51577 531.78943 13.51778 11.88785 11.82899 10.23835 "大學以上"
"男" 518.28472 9.13133 8.34615 8.99736 543.27086 9.11856 8.41123 8.87381 11.48712 "大學以上"
"男" 473.17187 8.94763 8.82228 9.45004 521.15838 8.49394 9.45051 9.12286 9.03613 "高中"
"男" 649.37335 9.86638 8.82228 9.45004 639.59716 8.90441 9.45051 9.12286 10.84499 "大學以上"
"男" 595.06504 10.25252 7.30474 10.12116 552.66988 9.34076 7.81751 9.12286 9.03613 "高中"
"男" 526.24949 8.76139 8.12441 9.6723 447.53052 11.06414 7.81751 9.12286 12.25657 "大學以上"
"男" 547.08183 7.95043 5.39638 7.678 514.02133 7.51243 7.61946 7.49248 10.23835 "大學以上"
"男" 518.12192 8.57095 6.90631 7.678 557.33764 9.81723 7.21074 9.86849 10.84499 "大學以上"
"男" 487.20942 9.13133 7.10653 9.22591 427.0316 9.57219 7.61946 8.87381 9.03613 "高中"
"男" 489.85751 7.13627 5.39638 3.27793 465.9947 6.88421 4.2834 3.24992 7.56439 "初中"
"男" 636.5138 9.31385 9.65438 11.41779 597.96964 8.69661 8.01452 8.62122 8.3581 "高中"
"男" 623.37298 8.76139 8.12441 8.99736 573.41043 9.11856 8.81725 9.61581 10.23835 "專科"
"男" 533.66686 8.76139 8.12441 8.51577 482.22145 6.88421 7.41821 4.91876 9.64761 "高中"
"男" 543.07467 6.74882 7.30474 5.90622 548.41097 9.81723 9.02481 8.62122 9.64761 "高中"
"男" 605.72468 10.89898 7.70526 10.59469 547.79827 8.90441 9.02481 9.61581 8.3581 "高中"
"男" 691.02399 9.86638 7.50425 9.45004 661.10589 13.51778 8.41123 14.84182 9.64761 "專科"
"女" 481.69319 7.13627 7.50425 7.678 523.86594 8.295 8.21205 8.87381 8.3581 "高中"
"女" 708.2134 13.84849 9.98068 13.19086 624.5622 13.51778 11.35416 11.82899 10.23835 "高中"
"女" 575.42062 9.68014 7.91135 12.13375 526.08499 5.07484 5.31763 7.49248 7.56439 "高中"
